"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","Region","IncomeGroup","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","c1990","c1991","c1992","c1993","c1994","c1995","c1996","c1997","c1998","c1999","c2000","c2001","c2002","c2003","c2004","c2005","c2006","c2007","c2008","c2009","c2010","c2011","c2012","c2013","c2014","c2015","c2016","c2017","c2018","c2019"
"56","Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Low income",254.24326220282,271.394373532612,204.050181513176,165.693228041524,125.549581258108,134.34296024645,145.16690126181,141.508619901766,125.076141078992,119.684076349153,124.460790874921,120.765783730897,111.927225125,119.490395955671,136.466250038216,162.43272862793,194.687432935553,244.286052292977,326.436822761984,380.569003212934,341.554122699663,354.479571908799,467.07787183328,499.531530164228,566.926402888531,640.541923075422,717.124869806118,768.523015429372,771.52486634943,855.760885186903,0.0482376912864604,0.0469663601530466,0.0295584180420228,0.0364007835850329,0.0409561313983603,0.0450498568694178,0.0487402835947457,0.0504139853140107,0.0516736139680914,0.0494226194709455,0.0537562894292379,0.0645545380358419,0.0651534645126967,0.0695574278517518,0.0717946558011409,0.0661459629251873,0.068799271127379,0.0738772677472808,0.0782717605647,0.0766126910503503,0.0738247671786034,0.0836477255878553,0.0914512621820942,0.10567611388109,0.125797367240432,0.127832026929286,0.144493244941197,0.148684311066384,0.157840173008197,0.16381342920099
"57","Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","Europe & Central Asia","High income",28364.6450765923,25484.7392935747,22319.0594602459,17608.8123902264,20301.333085866,26271.5998141691,25783.4504878611,24691.8728133699,26009.2694886182,26186.1900105756,24345.9148217033,24967.7925153182,26997.7529897789,32927.6802919407,37772.1781110398,39054.8504423825,41222.602000461,48476.3927287052,53772.794239002,47481.4845364338,46505.303179181,51148.9316365833,47708.0612784468,49892.2233632732,50327.2402902632,42801.9081167286,43814.0265056964,46412.1364777169,49988.9108461845,48628.6417621051,10.9416935680049,10.9957835867037,10.3689176817417,10.5517732643803,11.7779241256419,10.9812658703666,12.2097977724193,11.7941529251425,11.1128402494772,10.9399447175613,10.6448561099446,11.7752324206131,12.1985968972624,13.7559575102758,12.9452512857603,10.5716706450802,12.7262791493077,12.3092163083168,10.6636072027363,10.1482130407676,11.6587534771719,10.2296244383886,9.12638797795779,9.2278464803108,8.45187190789146,7.81453735635845,8.31619307669468,7.81015415482472,8.08263979060102,7.37285476082008
"58","Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","East Asia & Pacific","Upper middle income",1835.12305833582,1881.76179446327,2058.37960285947,2167.09545362845,2384.72645565724,2540.98087890806,2713.82776100346,2636.67216005055,2066.06885437087,2401.68642195355,2069.31745471458,2030.24635131516,2248.71419119052,2818.91392042136,3311.15989532504,3627.63285585254,3715.93265705693,4040.15211916504,4167.69493510221,3362.82049454372,3652.53593320955,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844184,5390.71420703085,5651.27272132772,6101.02388950081,6317.41372301725,6175.89065265559,0.947054181106955,0.924669362712436,0.967130979085793,0.927198984849569,0.914307209834811,0.915623371866892,0.981655785585978,0.946090501755944,0.912331218724536,0.930172565614373,0.998753407783618,1.27776214703356,1.07941421567877,1.28664165964072,1.79736487803624,1.57009559552027,1.66693039023279,1.50684356985985,1.14744560706996,1.13631574653626,1.34912582066558,1.28553909174361,1.1906619403048,1.30544984326703,1.48883885783323,1.58870499271456,1.74230803195589,1.88042757066777,1.84495579489483,1.83155327542587
"59","France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","Europe & Central Asia","High income",21793.8355375184,21675.0649888266,23813.7122463577,22380.1077483221,23496.5201538685,26890.2176223614,26871.8312674776,24228.9463914211,24974.2738587988,24681.5370135258,22419.6948211313,22452.9823753272,24292.5802304836,29633.6789794897,33803.3095951203,34773.1501479027,36474.1595859967,41561.2005095485,45519.2968812948,41740.2430343475,40677.9851405443,43848.106054888,40872.3624615688,42605.044378218,43068.548724174,36652.9223052178,37062.5335723829,38781.0494870836,41592.7958964319,40578.6442850534,6.1172082094775,6.50024746705942,6.26308214260178,5.91167595421153,5.80509445920252,5.91583366228933,6.15700324811627,5.98800887339966,6.33217362281413,6.19703141532924,6.1255079006772,6.13992450009968,6.00304817090621,6.05206390397215,6.02488804734612,6.02506938598914,5.8400181063825,5.6677814919062,5.56101137111633,5.31209645112511,5.34819840895475,5.12895179066259,5.1541421275993,5.12979914006762,4.61605285360078,4.67780722830743,4.70474677978042,4.74954259812627,4.57587416327621,4.46877008881409
"60","Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","East Asia & Pacific","Lower middle income",1528.49310516697,1682.54386053716,1756.65279229874,1909.51001434057,1909.83683863058,2060.49472264844,2017.65933284708,1904.8638831783,2022.74457978301,2042.70708645343,2171.88957683534,2248.49211533078,2265.94410756164,2295.86817833156,2253.1137454982,2358.1466999576,2406.11441152466,2458.65839413263,2541.26162493119,2721.97609035554,2885.30549185744,3009.25682468487,3131.38671463839,2994.79239440343,2971.51260191356,2906.61701228808,3014.70035839042,3289.64211697365,3568.291015625,3624.24909158279,1.14221631500249,1.11359701960943,1.08496242084706,1.05870010875737,1.03744223333019,1.115915748361,1.10792070980787,1.10626607542891,1.20141212132414,1.20628381074335,1.21037195661282,1.39964542315947,1.30808114397345,1.49669787678173,1.50060020655501,1.50751398147379,1.32860098882121,1.34045691001748,1.15887161940522,1.26249133476054,1.0688328287531,1.16000306741349,1.24394767029288,1.3217273144016,1.30300436130492,1.37758762339019,1.54243979302399,1.61491469798905,1.50923297042027,1.58156950692426
"61","Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Upper middle income",6268.91800775875,5536.9983725291,5578.03855532362,4252.06534768253,3963.87929654385,4570.57130354061,5116.19662519023,4667.19312084114,3831.78066770816,3888.87946722119,4135.99238007722,3993.03133624881,4141.43436559774,4933.46216999793,5739.61320363785,6891.36192038265,7221.36987650985,8458.30917871082,10254.1719573595,7721.01895290081,8849.32260799165,10809.6849503904,9813.50574650818,9683.58161951251,9663.42411002585,7384.70070393071,6984.41971208388,7230.4349116198,7959.00726736374,7766.99655422949,4.31809397225677,4.67316058353018,4.5183742231239,4.51557582331571,4.36981911597235,4.80206018520652,5.22038844721747,4.87150101810867,5.46125372950641,5.02894772396331,4.94969304576268,4.95227375342605,4.62621576961055,4.87898751708059,4.49848879779396,4.35798780538603,3.80381280292087,3.35469066371974,3.47044326906966,3.31437118362263,3.54647933676027,3.43102262267143,3.20059068309898,3.18644849227219,3.16381615581846,3.14218375899608,3.19739908833983,2.58134877349902,2.41592048486349,2.41648401116093
"62","United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","Europe & Central Asia","High income",19095.4669984609,19900.7266505068,20487.1707852878,18389.0195675099,19709.2380983653,23206.5685593777,24438.531169209,26742.9848472166,28269.322509823,28726.8572106344,28223.0675706515,27806.4488245133,30049.8963232065,34487.4675722539,40371.7108259838,42132.0907219814,44654.0969208925,50653.2569148307,47549.3486286007,38952.2110262455,39688.6149684497,42284.8844902996,42686.8000524926,43713.8141242308,47787.2412984885,45404.5677734722,41499.5557033073,40857.7555829626,43646.9519711493,43070.4983595888,9.81299019315854,9.93784977968702,9.688886854246,9.37964310785425,9.24864961126829,9.07995187096372,9.37783397616688,8.98863819259147,8.9934298549488,8.90811234824385,9.01455828494603,9.22298741402037,8.94030142534885,9.10414144781345,9.05315858404864,8.95545004366562,8.90860027785501,8.65098976862687,8.33789163921444,7.49065398801783,7.68628233356203,7.04391999055769,7.34346028155944,7.07581833313405,6.4332077800625,6.15944833302231,5.80400475200463,5.55565151375079,5.42774817696291,5.22051448799294
"63","Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","Europe & Central Asia","Upper middle income",1614.6401223992,1314.67067020404,757.223548505358,550.015542609224,519.857581188288,578.344609852582,689.059441384719,807.032285752352,851.525958168369,673.543438675029,749.90853499396,801.990413888373,853.516453713318,1010.0079801313,1305.04748557208,1642.76093756395,1996.05712927664,2635.35388202962,3324.73587905411,2822.66743023352,3233.29594347422,4021.74330617286,4421.81824228014,4623.74572473419,4739.1883384642,4014.18594419329,4062.16988757381,4357.00093554629,4722.04242314141,4696.15058555614,6.97417742607247,5.27512975867987,4.11819021237304,3.27625175622569,2.15877500684439,1.75622332118576,1.4159452803939,1.26899089705932,1.17588645696927,1.08727237038847,1.16994033304301,0.876849261391505,0.743996199121273,0.799648581238901,0.858087123997179,1.08649159573546,1.21123183294307,1.45848955261441,1.25764954988046,1.47335672498461,1.40491911063906,1.73568544825448,1.92819603376796,2.10884892157877,2.2772405188099,2.46961562291362,2.58886295753601,2.60997561757882,2.56805953573245,2.71762422558518
"64","Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Lower middle income",398.637081088931,433.773264764704,409.746389786379,370.419454924392,328.744526865007,379.987984916879,397.135754957028,384.7963283302,407.523237017857,410.334011559612,258.471039929678,269.014984764582,304.564635977066,367.821362113663,417.508066727662,492.544056172641,913.393849309942,1081.16631826269,1217.06443549146,1077.66205832571,1299.34521164062,1549.46271883345,1587.56093185809,2361.09032388366,2012.26424719728,1774.07477092508,1971.95693464599,2074.29073272269,2260.86056729337,2246.62557816432,0.188854549099949,0.168339540853902,0.196763056075235,0.198053537285845,0.208916041533717,0.218054975479689,0.234216123873186,0.240103049995541,0.332295427631258,0.34976987746732,0.297735601449257,0.314320105113502,0.36697924746328,0.344091271632479,0.314022979917319,0.322718934628376,0.380266256477288,0.397144283720188,0.367512374363054,0.414133624363841,0.451580867255773,0.462822310934427,0.561999711832898,0.587425248049645,0.554280564866176,0.566623028061923,0.564217035261817,0.584105257513214,0.627538298486228,0.658823540945168
"65","Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Low income",419.809870822722,461.375312462985,489.071604070651,475.426316994835,477.762459236542,508.101516144617,518.365662598199,493.82216135084,456.491484139532,429.719692321206,363.482279266615,336.154020658897,343.602631207699,393.739689850047,407.300975937447,322.415540033466,453.403713310942,659.992930975674,715.096526700444,674.085482596146,672.424930359397,651.136113367999,717.050535937992,769.003166697832,787.238564407157,769.255475432822,732.291511901662,855.575270552125,955.111281136709,1052.58809075877,0.157423741578223,0.156084160579384,0.156342316415407,0.156585939365575,0.158167091952557,0.159567934053324,0.164795809952649,0.168361791479092,0.173010996884275,0.177535105084022,0.180809114720956,0.18652544908081,0.189842228905195,0.194216978023175,0.198303128061194,0.200887311871544,0.204138179218297,0.208023423339901,0.20639101491224,0.212755910305222,0.245286380679753,0.251428452965371,0.232819430046163,0.200131817713446,0.200879386236062,0.222181475894974,0.24023646878645,0.276776091630565,0.302071193427704,0.30928854143783
"66","Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Low income",331.817740281771,695.410988509787,695.155371515626,711.726180956623,682.214156931891,696.449584292581,728.669071886674,669.401095968637,678.676178340413,637.939062861631,594.149388499649,505.421636114705,411.771893943142,335.906216950504,642.756218338464,665.720215700546,662.362877179134,780.381050920519,924.509874593616,833.281360365212,860.636433851486,762.763117720034,742.777628631243,700.516042152835,607.429904651812,660.723571244321,690.780493152791,679.75507172296,732.720727318854,772.505588308895,0.198829001826087,0.201476622163839,0.194651748556657,0.197952417894522,0.191917705687801,0.194935746519732,0.188988661539347,0.191583327919022,0.193841650755498,0.20358338070562,0.182134433425311,0.227929444807988,0.213635203605684,0.206907262045229,0.213828841266457,0.213765883039635,0.226209665124953,0.250023475633517,0.254545114363304,0.281564377128896,0.245371538583177,0.243487777497114,0.241467285563747,0.224065898603975,0.256912290104634,0.254091823703303,0.246610947195368,0.243913465584567,0.24121834203222,0.247050718368434
"67","Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Low income",250.149441959557,257.789175646964,221.799165336982,227.023245321292,220.96042416003,233.243258739218,243.438295892826,237.130077323453,178.848364736587,190.672306188466,308.910318401872,319.957449358104,333.058579332506,372.056194872065,405.075118373342,436.475220248958,430.003940275091,493.721993219248,599.995237190988,559.414570857329,558.174668134757,703.660567257459,616.37566403413,634.66203913897,623.313091387689,603.399381547732,661.457838679603,738.54994489078,802.767385116155,749.453747028805,0.174311597360717,0.170422306475446,0.176409536699554,0.172509466456972,0.168800904022619,0.165312026449924,0.162040267006351,0.176599661811648,0.147266219208366,0.161409118595775,0.124864210171439,0.122238928209077,0.11957393890925,0.14805613791337,0.152265870656412,0.156141834371792,0.159700111360273,0.162942027475089,0.152045424820384,0.154994881241795,0.157624800841442,0.153551253256939,0.155765083823422,0.151675191823615,0.159533648143729,0.161178259811348,0.173919484471339,0.169570702987719,0.170730037842017,0.171792957797251
"68","Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","Sub-Saharan Africa","Upper middle income",267.468072913182,256.226335758553,301.177108978134,294.070504857541,210.40954335936,285.552548185098,450.64600234908,824.551083073221,663.724751327361,1067.64395532303,1725.55758427978,2313.16593689274,2744.19148324865,3618.54447564811,6152.13123760174,10963.4063784924,12857.3688248226,15908.4111920336,22942.6101005187,16668.1216976013,17288.8412777624,21641.6950791414,21711.1532298542,20390.7382585316,19394.0818360782,11283.3980158846,9250.31672846638,9667.85696157988,10005.6160423267,8380.74112238769,0.143133868335926,0.161721081960244,2.01221189038364,2.07506100895519,2.14986881625718,2.21431332130894,2.30689898496445,3.07572433308044,3.527330544892,5.55206999389788,3.66227853112937,5.38262551807771,7.03232761599683,7.29608142030646,8.64775571102706,11.1003335367828,11.9440045246478,10.3932645339619,11.3610091236238,10.7698741201889,10.5442751571204,10.1230059462459,9.52296877574011,8.5283333009812,7.04819580210173,5.62223235278983,5.48066489470467,4.5958505736373,4.91227413724926,3.94548003191235
"69","Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","Europe & Central Asia","High income",9600.18523506603,10188.3697801238,11176.4584190614,10401.9830146096,11091.2838472779,12959.3242908114,13749.1151120679,13427.8325055002,13472.1376092623,13249.6633239243,12072.9293569195,12549.0368949061,14177.5721592705,18518.3788387396,21995.477943746,22560.1472939077,24821.936745188,28863.9732885018,32127.9831943287,29828.756024527,26716.6488260275,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134717,18582.0893411631,19756.990456255,19133.7577636255,7.4160579131162,7.34695119451911,7.51798647974081,7.46528698909173,7.58399995738578,7.84215112202976,7.80012819546037,7.85648299136153,8.12741260699469,8.12139496945556,8.74159526062282,8.89420235364475,8.8607414729232,9.17087840951815,9.11352910363185,9.27888262301796,9.13763059219307,9.44112345286032,9.06404087783071,8.52974276205479,7.87494977728448,7.61375705008733,7.25123735394112,6.60999622870309,6.38517866075752,6.28506953972522,6.20361714727342,6.21125028945613,6.05801840018985,5.59618906985928
"70","Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","Latin America & Caribbean","Upper middle income",2886.99820366833,3117.88983111369,3192.23190832169,3153.81828272477,3272.55337273959,3411.9669596805,3632.67867731101,3861.39782205434,4370.61831736562,4705.79006307169,5056.97725886957,5041.01223518709,5213.79564944542,5682.70537780071,5741.65365795136,6645.98554869723,6658.22358599046,7212.98681909237,7832.34908101916,7290.83493771026,7258.16656084855,7291.74166956273,7444.08907474276,7789.63235505594,8370.04047206067,9096.53865246322,9628.2591689029,10152.8328118873,10466.8822111958,10834.495680302,1.14193173324475,1.24401318653978,1.74967322279515,1.52696622350714,1.61054909658262,1.6951518656642,1.88113224359672,1.96914352102553,2.15637650333748,2.14782922805065,2.04206657137023,2.22777551771566,2.31579754752771,2.40377681413036,2.20420528024385,2.38873282501099,2.4776533806939,2.6620271449958,2.74993591374067,7.65689548228219,2.73000265144784,2.90300228854144,3.815657190408,2.95825160713903,2.29568411386593,2.46343631769966,2.53938312209983,2.61558157598129,2.87126840839705,2.94637607465065
