Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,40728950704.6176,29859921158.8696,34805013229.572,40866748705.1075,47850203856.1751,60147174076.8651,67387788632.9812,62180159376.1239,66807429711.411,65173130995.2212,61828166496.0941,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,248950103352.137,252498032247.163
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3977289455388.23,3888326788627.44
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,138247285815.855,139224688814.195,152915654478.885,143195627014.605,156162386724.523,185006881515.065,187632346387.984,173537647058.824,176991934992.837,177965188354.692,164158739097.623,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,347561349210.979
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,7073675544.79021,9824498183.03263,11605382504,13081042400,14644711384.8202,16637370839.1608,18241691857.3544,20017480054.834,21672231760.6491,22136621337.0889,24305717541.6371,25601765400.5153,27137508656.8522,21403167848.1444,22322395368.0274,35777570135.5225,37879869897.8979,43965420072.4107,48122547177.1881,48261033298.2133,53860175555.9961,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,62048562947.2509,45715614559.7064,48003078388.5401,49945599428.5812,42543178042.4148,41764315330.4366,46941582519.4661,48177612042.1507,48187747528.899,48640653469.3025,54790392746.1939,54744712814.8676,56760355865.0082,67863828412.6882,85332581188.6107,103198223709.439,117027307540.89,134977082623.78,171000699876.747,137211035770.034,161207270185.25,200013052199.2,209058991952.125,209755003250.664,213810024944.464,165979279263.174,160034163871.455,170097014589.134,174910878623.049,171767403748.19
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,667363738714.834,723841909070.635,811268029278.303,890521384130.697,1071595535057.62,1322130294075.65,1518469693536.39,1572049203864.21,1431783619131,1575692556431.98,1734674377485.85,1847475162363.19,2044357718061.96,2311762286264.07,2682361386115.79,3106911336847.71,3740747469659.88,4727824486545.69,5978889775899.92,6484594706166.73,7889431821546.02,9645510084735.44,10759162578319.6,11871112996760.2,12798789791348.7,13327553631228.2,13612426104052.7,14877258915652.8,16638962757093.7,17203906511529
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1856791237218.31,1963094254874.6,2158940753791.78,2371814641073.34,2493618516817.29,2556648437455.65,2787832707717.88,2980538627134.16,2938537038141.17,3108671962612.56,3382509209554.22,3352884328613.5,3259977941916.56,3628231967387.69,4224920040436.25,4927148941290.27,5634329757389.71,6667108188269.8,7520052429152.87,7257907613909,8800870240503.56,9720073461241.5,10153495508194.2,10295575316213,10648316212896.6,10129016824229.1,10454393062395.3,11291259618576.3,11401133321555.3,11643791832112.3
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,4737130016893.33,5348103890474.06,5843647343374.35,6534962605493.74,7402443037258.47,8405469747926.35,8099316079810.25,7742870721108.72,6928206332716.95,7738647440841.3,8373137090556.21,7787012237035.41,7909583298610.3,8696262832648.25,9753487857759.57,10406039573311.5,11028030727726.8,12321793798291.4,14206496316345.2,14619345445750.3,17063328745170.4,19788700724983.6,21171235550388.5,21409820574994.3,22085315696268.9,21997093126150.3,22772145277753.9,24325231732305.3,26481019943236.6,27024079763932.2
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,893026242232.066,870041628707.896,798686849810.38,784818157096.961,674052499507.065,721698282309.623,729351103173.691,761369825434.892,705516678669.89,591787468051.344,662873806189.37,655066512478.541,750711494010.219,947223709943.877,1256036216038.76,1589616931936.74,1950078746522.65,2509462646689.51,3110375767545.72,2437792607189.29,2953062660119.67,3670006734228.19,3914696679892.02,4150223013344.07,3845832673606.77,2921404061640.66,2777731258685.99,3118192978608.2,3182530249215.21,3249705581846.91
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,8860886770157.08,9141573886174.29,9801290856261.89,9002867476236.01,9413178013838.71,10871934351635.8,11096330164781.8,10521055309836.1,10794673797081,10674805143025.6,10062644063691.1,10163007675953.9,11133529792287,13537478320357.3,15776874044619.2,16784487175829.8,18178450119096,21245717787580.1,23375404048532.6,20561162266597.6,21025776092026.9,23314072718003.9,22462345376234.4,23481224437521.6,23811885452932.2,20513326700882.6,20453731054147.2,21680175761930.6,23224055731756.6,22941556433612.1
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,5880686952499.88,6114121761315.69,6745616975554.08,6172470672291.46,6515616661978.12,7515711917825.14,7604595626511.77,6952260676501.13,7149267346201.28,7116178840772.46,6495501325035.75,6596320042271.13,7199933607653.37,8862289873787.83,10160380132231.7,10523534336457.1,11184044963017,12879111927841.3,14158257823461.1,12938506901373.2,12641279097270.1,13637358251246.6,12638199928858.1,13195371020219.7,13508854391651.8,11674422820798.6,11972520804230.6,12677749892531.3,13699406014418.1,13416061270575.3
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,477101651.648376,467872714.755603,531688311.688312,578015625,693535954.190067,686490090.140141,745526154.93283,688921325.712043,706370815.584416,752368495.512622,729321366.651861,870247703.182758,1109054005.43971,1098425900.74116,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324744314781.64,1355142585077.65,1371222712535.68,1195599995808.59,1232912963206.23,1312539279462.36,1420994142512.16,1393046093137.25
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4502970889.06373,4786018988.16491,5154420649.23354,5674080542.88575,5756912265.75809,5686579747.53524,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23213994093.4631,23019150071.1867,25115753366.1114,26634083965.0987,22890762090.1508,24072829276.7744,26924385103.0659,30489500904.8564,31045591753.4901
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,6498471911158.62,6736015994578.52,7406290275006.52,6761114918561.71,7161872216278.51,8296026012678.74,8431518032299.25,7733761443399.13,7969786047468.6,7925751140105.29,7276100425846.39,7393822815819.07,8083838310847.3,9931880091381.26,11419026235917.2,11910846593666.3,12713924308247,14728760786208.9,16297628240370.6,14763782458925.1,14557639624574.1,15759494356498.2,14636200267663.1,15299732275660.3,15652098620138.5,13551929359932.8,13893207820569.6,14766273067392.1,15978719985091.5,15691850452107.3
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,551558495418.015,381433136857.279,347798646638.592,326504530209.941,314398167977.555,362037937502.52,374207921197.866,424067275056.128,419824904628.541,452435175589.482,525986618639.51,524884814023.477,515367591188.76,539751867313.963,681507623285.611,856531790827.964,1057797010427.97,1288897462343.96,1635753230744.8,1512209062483.38,1783717857883.98,1678756775932.42,1877756707178.7,1946596506024.74,2049521652800.08,1651524360400,1554689216357.47,1644757314707.75,1680875741828.21,1791408028660.02
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275715087494.902,268508200125.49
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1337024782.22702,1383843860.1247,1532401862.94079,1636074717.86224,1825763267.53637,1970347720.96992,2128696643.62574,2090184941.46983,1653160861.68714,1936484565.39399,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581371850.14851,5496264765.78411
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1269179616913.63,1269276828275.78,1401465923172.24,1322815612694,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,1113926695.31996,1131532926.23491,1068278259.57863,1162024799.34637,1276375289.75135,1500235286.97421,1708217188.8301,1754406443.32905,2014663348.35542,2333137388.17349,2488397638.33585,2295640657.35231,2322202663.53728,2499152495.01742,2414380664.65257,2677296440.7172,2901131403.11804,2561824640.6754,2804863556.01111,2969876872.28339,3180074747.41076,3268839775.69197
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412479413.362129
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,5952293765.94088,5402919956.93831,5592390848.52647,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867325126.5423,16874405839.7948
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,7753501867.76095,6357615894.03974,3690328963.64086,2701181331.30816,2514070771.80273,2693768412.89179,3095047603.8083,3510520231.21387,3613541516.765,2800049394.91232,3057475335.18846,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17596922469.9152,17470436258.5131
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,5889174825.487,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2666750685.8495,3015058138.92561,3284620543.22982,3279096606.21358,3383092827.5866,3693710532.91191,3868968301.91851,3783700461.64359,3588375476.76248,3461282543.12577,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13442861443.7506
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,317083373.524559,690314321.374999,714255460.503389,755042548.055824,746491692.583857,785996982.492168,848237108.56163,803630742.53446,840285264.631545,814723460.08372,782915402.421095,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1813608279.65044
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,243961995.512687,257150374.069711,226313443.749086,236880821.656388,235620043.500927,253966922.278198,270419779.418107,268550998.219197,206457544.497703,224446663.800548,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,112119406.548331,110906032.075075,134707184.355541,136047896.155778,100807001.813926,141853368.256815,232463036.435759,442337849.474377,370687618.717326,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200912828.3695,13097011208.4602,11364134108.6175
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,97891092003.4394,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142588875293.749,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205144152830.847
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911497407.407407,997007925.925926,1061640740.74074,1125685185.18519,1166523555.55556,1213485185.18519
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1018970364.86443,1016493394.8253,1037921836.9477,927219728.866886,1005879948.43254,1208946165.92889,1197509786.67632,1072147778.03013,1149862702.96084,1131561595.13775,1068030829.75591,1086172922.57413,1169138789.31435,1558753434.43083,1822486688.58807,1849805732.96203,2013099482.07439,2249811708.94796,2499107510.64122,2529948329.57153,2503156060.52524,2684467375.71479,2609667673.71601,2684952726.88425,2842048997.77283,2499115623.00272,2707146783.13056,2851610655.92391,3055791340.7025,2994332323.74726
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,7650125217.35253,9406097735.09117,10440842165.3193,11399942453.0646,12983235568.2292,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73208583758.9105,77020015201.3201
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99241,2730971150.01134,3025187923.58617,3165663152.73351,3432913073.24154,3691384317.52178,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,18979337151826.9,20070643101597.3,21588557317920.7,21755213444014.7,23418814469781.6,26009088614424.8,26232597312320.5,25783724902445.4,25881163614871.4,27185833341208.6,27754366209042.3,27478716759912.5,28653570606236,32118969996965.6,35763809661306.7,37825498840235.5,39962304329650.4,43760927781949.9,46623202312258,43669720512307.4,45752167133310.7,49400951947041.4,49426119717934.1,50047896627312.3,51126000506570.3,48258374724904.4,49298560658248.9,51558534599568.8,54815581180361.5,55289237589071.7
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,76928290841.8701,88959620135.8864,104272278634.731,120353947980.764,135812069768.646,144652912433.103,159717233621.659,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320858250776.188,341273289534.466,361731070995.726,363052489184.395
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,4923009551.55642,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7186650135.43927,7651174661.42872,7858235333.4834,8230387552.2259,8869311410.95131,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,161312180661.065,174925139193.929,131774497712.498,136738570690.304,116104380252.109,135525141305.869,146912874514.068,152989600837.885,161880564029.343,162648079835.798,176448622410.695,171532830444.686,184656537425.994,209038742819.802,240959217921.905,276891783723.456,326495716123.49,391474804964.854,465585740785.727,470851143295.546,520218298652.395,583029263320.14,604866547388.919,673156514396.158,715228883440.478,693546549509.433,728868758296.964,808758193981.076,770227091403.54,797617929913.554
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,22717081924.7143,24075166261.3779,24091170702.5562,25792876643.5087,23677307509.4663,21839780971.0268,23273640257.1968,27074550257.8118,34985749883.4171,41958833541.0995,45780237257.1867,50860788253.2176,60542673502.5324,70750646248.0563,63084004705.0807,60426018629.2992,63169910822.1285,57192346923.335,58889082315.336,58330289756.6914,50163192883.1515,52295158344.2544,56214427431.2,62247874948.8225,62246206340.5469
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,3096289800,3473540601.82161,2257121668.19352,1878248741.04949,2167564194.7342,2813313278.81082,2907514522.92503,3338938830.01743,3723909226.86781,4153736347.44223,6813577558.17628,6331961555.40914,6058134466.75258,4826827577.08641,6036959914.72398,7184064657.2953,7518107786.51149,9522763153.81366,10485225353.1801,11597014807.3496,11859315078.7902,13008754110.8113,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,34753569692.915,38730585922.2189,40124916940.5945,43166678735.2183,46425677734.1435,46658755151.6017,47296952928.7561,48706787306.2574,49073380173.7159,47218405892.4258,53749989092.0197,67608919144.3684,85302003908.042,104141042625.791,113236711635.539,115751266695.185,140227560615.121,158374419641.016,131114229049.178,132231134158.608,141999960209.893,128857370476.631,135732595721.853,141078984816.675,125210324613.14,128636108315.474,143136245596.988,160586833778.457,163526491433.29
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,3571969618683.42,3460752715568.56,3640897970327.31,3911776965325.48,4324201703229.78,4910113673921.96,5362340717400.32,5686204103699.47,5520751888183.05,5376598458239.83,5851018524492.79,5922928533345.5,6012947768642.41,6760231151572.85,8057415924225.1,9634049138991.57,11425739131851.5,14191372953571.8,17032754354071,16521481128182.6,20097496245440.3,23788655660458.6,25281744734510.7,26687314344078.3,27585919437824.3,25838407546532,26049357277804.3,28755722549809.3,30580348814900.7,31244154278543.7
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,3941505986851.95,3846912603078.04,3991825770212.02,4253036898330.71,4664117575201.65,5302338944712.36,5803381317673.24,6145265685070.67,5988636654957.92,5858653601598.63,6386350203645.04,6461460423129.13,6590518137824.62,7402864300660.01,8813932644613.8,10518867688114.3,12481151014170.7,15427527154616.6,18509147030660.7,17990699267608.8,21779204981598.5,25494070387347.8,27074329762050,28633433322819.4,29669217348404.7,27890618520661.3,28148206251242.2,30949196507979.8,32816676763015.1,33581689373310.4
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,369391560079.66,386503598805.854,350830948360.956,340905745966.637,338953288163.237,391229646197.571,440252367168.156,458022685893.836,467398833503.701,482203775265.536,535746560559.207,538879149885.077,578582720263.579,643672322376.263,757616353956.281,885842595608.502,1056715380018.5,1236671998523.59,1476907110409.79,1469798613985.49,1682183372034.35,1705350329121.23,1792472954653.82,1946118978741.11,2083297910580.38,2051054023531.05,2097401216013.6,2193037942018.33,2236771221490.87,2337492148245.3
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,146299175327.62,146920292899.616,147612326969.102,132706047315.427,133300738209.734,156253999294.542,172449840381.96,176072185275.043,173821066984.144,181554213671.055,206736783138.396,206419040853.289,228104525727.977,256485188711.056,312143017306.598,373205808605.64,466944898900.203,538493859393.109,639865739644.601,606825168834.361,709900520105.721,814255824793.45,900552955434.27,978009434733.188,1049295978895.45,1011469386663.99,977136218822.668,959820517813.632,1007826238815.28,1040154261857.99
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,106140727356.675,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119099868265.25
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,223490133284.73,240467772319.574,203183108223.913,208768142287.907,206159754179.521,235458592142.886,268490801386.774,282809443531.051,294704912375.567,301717078192.502,329980830726.644,333500609787.24,351326395131.929,388051477797.573,446191733897.563,513236756724.886,589852073854.54,698506008874.554,837527262441.621,863599240763.952,972926010657.936,891297497683.721,891921151320.254,968109544007.918,1034001931684.93,1039584636867.06,1120264997190.93,1233217424204.7,1228944982675.59,1297337886387.31
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,914762873.689153,1023005862.77927,1180968165.4086,1382605389.32055,1567402513.69642,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000,3422651333.94664,4466100440.17607,5928420955.88235,5487083657.89064,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,7315388052.08067
