Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
India,IND,GDP (current US$),NY.GDP.MKTP.CD,320979026420.035,270105341879.226,288208430383.964,279296022987.919,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2702929718960.46,2831552222519.99
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221876011283.5,238975558966.528,225496810956.67,238279269750.987,258969649063.72,291580037584.33,298928152644.686,335430829594.026,385041711506.234,399122063504.148
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,124813263926.225,,,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,626133114526.806,644035510447.901,492775565649.562,460382791826.34,408212918053.939,457954614142.539,486630146443.617,330991589888.991,291362916336.415
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,233636097800.338
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,6468736355.55678,6909730288.17061,7080981738.05606,6218581531.64347,6389460342.78656,7123633418.19739,7426082270.67669,7569666973.65322,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26267063757.5495,24857740445.0401
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,100605702520.506,110180666416.017,114753492201.542,115999082655.72,117166318090.683,132455662080.298,130816321183.156,121148475241.673,127046633802.508,135571348058.902,142657069099.984,154145495309.484,179161786957.474,216711549609.81,207953439208.606,234654589559.973,262293871093.061,258417104163.53,294167366504.266,310944937638.436,300078278118.434,319024417316.889,355277223507.485,373641241440.789,397934596952.56
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011285742552.15
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,4592224067.37194,4106199176.28901,3535460089.80719,5440064773.17365,5452564385.43307,6577523824.70029,7393883554.77969,8400033893.99653,8787195622.43502,8887061866.89206,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,4160003917.43258,4344250257.01278,5311329067.37276,5605841535.57512,6237739516.24445,6727446632.42009,6928359238.36389,7246188575.45839,7912327362.48237,8149106064.88011,8460424400.56418,8975689844.8519,9582453032.44006,10195660789.8449,11411390409.0268,12588665303.244,15056929760.2257,17110587447.1086,22657662392.5602,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41408960845.0704,42932112676.0563,44502895915.493
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5037835383110.97,5123318151510.62
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,26932729102.7371,24923076923.0769,24917355371.9008,23409260879.9427,21250792886.1054,20374302652.3819,21035368250.8881,22165932062.966,22135254836.0031,16870821839.7584,18291994909.0044,22152694161.8882,24636593223.3467,30833699702.7594,43151647002.6096,57123671733.8952,81003884545.4099,104849886825.584,133441612246.798,115308661142.927,148047348240.643,192626507971.584,207998568865.789,236634552078.102,221415572819.5,184388432148.715,137278320084.171,166805800595.704,179339994859.384,181667190075.541
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,8572359162.74408,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,42347217912.9176,45405587556.7313,46869457318.2541,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100379713697.421
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2675000000,2569444444.44444,2316562500,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8871026074.19762
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,,,,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,39809538.6776989,47515189.2818196,47737955.346651,46919624.6430029,54832577.8622606,56338028.1690141,66515376.7900462,67537479.5903221,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132419903.291218,155299728.488133,180665807.21513,189630114.855587,184550740.142316,177862310.350122,170291001.98321,178509814.059419,188192060.085837,196230573.819486,177935349.322211
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000,547203703.703704,644414814.814815,689285185.185185,777691333.333333,774273111.111111,778718111.111111,836092407.407407,826231629.62963,875376407.407407,954062481.481481,958407222.222222,1008942296.2963,1060638333.33333,1078505888.88889,1164877851.85185
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,283367525714.932,330648530715.211,355525267405.367,392666101884.959,463617399962.661,566583427334.137,610169556840.077,569754543829.957,383330931042.356,497512659612.052,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,18427777777.7778,11008793176.2223,19858555214.7239,23941391390.7285,24848483838.3838,27191353887.3995,31493319973.2799,30355093966.3699,25939960629.9213,30123850197.1091,37712842242.5033,34887512226.9319,38137545245.1464,47876510067.1141,59439090600.6108,80798630136.9863,101548931771.192,114639690358.902,147395089285.714,105963168867.269,115419399860.433,154068115942.029,174070382279.385,174161142454.161,162631412508.784,114567298105.683,109419728566.7,120707435542.367,138182400493.585,136196760180.976
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,963521069746.252,1030648580113.4,1119246593582.31,1319057771622.4,1567457870846.82,1678200476373.74,1832387532644.57,1999393698681.25,2008321073039.9,1779648716733.92,1968548980768.48,1913816759273.13,1720305024207.3,1759381099333.17,2008254671509.24,2432275538021.06,2839039058439.08,3355658174829.68,3882848034301.25,3605011069899.57,4513238410407.75,5275523092614.56,5247982874116.74,5386102135060.8,5410692635981.98,4599013460013.28,4469554771604.4,4985190331086.06,4840908109011.91,4778836894074.21
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,865559856.1639,1028087972.31085,1127806944.61513,1327748654.65969,1543606345.11684,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.49183,1731198022.45494,1768619058.34647,1758176653.07746,2023324407.30316,2366398119.8821,2735558726.25625,3455031447.60194,4223152219.2439,5446434031.69042,5836138127.06562,7131773632.71369,8750107401.57872,10192848926.2582,11983252611.2727,13279248478.8161,14426381187.0894,15912495368.8717,17071162084.4067,18141651381.3884,18740559554.1632
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2838485353.96187,4690415092.53663,5843579160.90122,7941744492.1211,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6236,38443907042.3217,39927125961.194,44016799515.8209,46880103080.6634,48095213746.4677,49929337837.0813,51147308773.9304,53027680685.8375,54901519155.6219,51605959131.3385
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,60092950669.9147,68035403136.3852,86708074534.1615,60810211408.0574,75380170508.3675,48167374611.9915,92538004279.9398,75350633010.9303,57372445771.7699,48717854039.9653,49910960874.5685,67158415841.5842,76684175824.1758,69252306372.0232
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,579629629.62963,613703703.703704,674074074.074074,684814814.814815,713703703.703704,762962962.962963,788888888.888889,805925925.925926,877407407.407407,921851851.851852,932592592.592592,892592592.592592,900000000,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513429.62963,1996771440.74074,2065127262.96296,2118791548.14815
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1107682140920.54,1189292445272.7,1298556213180.95,1506853613634.97,1768969373175.15,1921435596461.19,2079618482748.94,2280063264110.54,2300354306601.39,2075808797747.77,2292336726313.52,2243159956923.05,2014060690651.85,2055236487509.02,2367797581807.1,2862667126306.85,3351007642961.63,3948251887557.36,4589904722161.5,4312882645480.79,5347115052556.75,6085992033660.94,6150577638703.64,6302260334241.2,6425925127988.69,5369841659812.45,5247934472432.74,5830760733039.75,5701842678618.31,5623606841400.31
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,182238951885.355,195447461626.874,147388890179.114,147663129114.32,136616305607.796,156466495748.532,172516421776.843,181460778662.92,184596819497.529,189507124401.77,217430636754.837,212458828366.422,230476293316.377,258311200706.096,298707684795.963,353144128094.063,409540836095.086,491630473870.209,599765492921.156,604037425038.887,686139144974.079,796490512262.197,837472392285.686,912825118463.957,981404159747.835,949727385691.62,988284685140.62,1103873572550.27,1087620246478.49,1142304121430.5
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,137462379562.085,154533289024.662,114087867264.997,119531542808.135,118299835711.141,133132234671.114,146937865859.925,158386315680.01,161468547986.112,163990344298.606,191364834842.565,191713733620.692,205306468042.37,224696727885.033,264096353301.261,315877547388.473,369570883163.472,443730997460.071,532646513829.147,542943742640.664,613154883985.615,461376793898.543,437977409270.64,449878650135.62,480290463938.974,474997750204.314,470793414270.398,527246970766.453,453567578538.199,479642679708.746
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1421466239.56234,1484152022.3152,1631197909.259,1673104493.77369,1948118227.68151,2428461395.34884,2504033252.42718,2298410390.68421,2479721340.8746,2664026095.06058,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6692504346.04765,6427248943.44939
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.7745,83902574442.8014
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1047869551725.56,989260169626.155,1039038489232.49,1046851950149.48,1128027697089.82,1280790256824.56,1432365318378.97,1465410291087.96,1338625745443.16,1445505061993.85,1520346575348.65,1553825212627.47,1661617328789.05,1907332353112.03,2209978593416.25,2564416118079.36,3035036099828.57,3726218683854.9,4219794226615.26,4295939645687.15,5246900710108.43,6031008465910.43,6329151640687.13,6432753018623.34,6682831969457.04,6525989100013.56,6885317061857.85,7396385303040.09,7541059240415.66,7894761632394.7
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,3750941357863.12,3629531279642.55,3748472681845.14,4001217916505.26,4389198172545.04,4950561339898.63,5427629004911.57,5745768683400.66,5561977369720.78,5447032994871.06,5953459630148.95,6008129525499.59,6158909850504.48,6937667685211.88,8234420380683.03,9802637417721.85,11629105744344.4,14360291313346.4,17182795394157.1,16808085421067.4,20449643438266.6,24135693834211.3,25680357132455,27188300106079.8,28100455731233,26661349279436.3,26902975428802.6,29564640715524.3,31299342895042.8,32061336323529.7
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114020380.41651,2306185361.14628,2514146887.91664,2451257578.69383
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1960684659399.57,1974972942195.95,2011133647567.97,2093878266810.99,2433508919307.64,3016002804845.28,3326988850739.28,3483802673022.48,3353761461282.86,3099152027738.86,3403353395616.98,3517996155226.73,3728990971796.24,4248163141419.11,5106551822817.06,6162350434645.05,7437176026139.83,9370214649697.74,11649120799525.2,11256164141974.4,13540280737685.4,16498551262762.4,17649552247547.1,19020336554220.1,19748300821653.4,18517662625473,18570802137230.1,20609641582561.2,22593028676199.3,23026354774547.3
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,7867140395.33705,8382519637.46224,10118631851.5322,11239547690.9797,10971583944.7561,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41435533340.3883,43047309305.7363,47758736931.7801,53750911865.687,54697379017.3332
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21899317598.8414,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71285019397.4133,70195715495.5136
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5789128636.62293,5975248851.45482,6527926445.6811,7166275467.65161,7533788133.55753,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31386896487.0407,27263090547.0617,28083597512.4841,30483806017.8318,34429023435.0211,34308783825.3019
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,3246477995.26244,3765226190.92238,4914391079.11142,5665570560.77112,6311194301.7223,7046110595.14546,7176892950.39164,7267563602.6231,6797764074.79822,6547629474.84328,6774193548.3871,6860272608.45211,7371723056.2402,8246521717.44876,10643215078.1581,12160002995.8433,14874147024.2708,18439876056.1978,21027044550.5667,21587740941.5979,28241858488.9155,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,775875857.926244,,,772921756.347188,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2481316053.96507,2480598883.85071,2737192565.05576,2574302409.08038,2720310018.90359,3130462610.06703,3137673291.44762,2840175545.06631,2934498443.40672,2906093756.65885,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974982392.67155,8414351671.95869,8709138764.75916,9496717702.44839,9510198961.57287,7745241912.94722,8071469355.2527,9669741744.22001,11457443185.0542,11971345002.7757
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,3931334870.67235,3254713056.02171,3714967007.18602,4063298919.2868,3522226902.75861,3838101052.21232,4931861239.07864,4262965281.5836,4401967499.25594,4277903780.29131,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137930.8286,9616879571.46431,9982711338.11814,11551819617.6271,11578974887.9562,12423555269.3893,12522957228.1764,11323020828.5758,11848613735.1933,13176313593.5509,13614412550.8812,14191911512.0465
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,215043969.849246,244396761.92334,284874919.577641,322417837.161971,356013395.70854,398988954.970263,450382327.952421,508223602.378929,540096397.621071,589239753.610875,624337145.284622,870030468.628748,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5607762625.14627
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,800911182301.326,560573035816.546,612529655573.133,621840913800.168,655962738349.151,739588171284.806,836065935091.983,879599564823.738,860090776101.312,933774267097.144,1046434254191.58,1041162611078.13,1035735994858.66,1148509587284.79,1356617397186.67,1632556868277.27,1913154354527.16,2259541581662.47,2817287513953.92,2544722519108.03,2973064856620.78,3355720924936.76,3614568535814.05,3553161343517.32,3569382045547.03,3140633464178.65,3168626876840.16,3296304700286.03,3459086397885.49,3465217350186.81
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269404276770.7
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,3617243568343.81,3480975951530.28,3636715025641.48,3883993391000.67,4272198611798.94,4818866849737.52,5282365361581.18,5589439201143.07,5403317322873.33,5286380854405.08,5766960018193.37,5821190509331.12,5959340912114.52,6718932605968.71,7977201612689.87,9495060593109.65,11268988246212.1,13927269541808.8,16663092773554.8,16278881812380.3,19850871604565.5,23678382697159.6,25244100594201.5,26739563342646.6,27621943655332.5,26188792677442.2,26434313003919.9,29040121195033.7,30844577555857.3,31581053756606.8
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559607241.25816,4707036096.48961,4642018353.67211,3912986090.97363,3765747304.98681,3863621185.97303,3772857145.0248,3709637829.94866,4018365247.44444,4946292774.79046,5682788267.12865,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2681912149.14767,2724131460.10827,2830673380.79743,2818281080.10984,2081846499.03751,2706425157.92907,2780422047.73085,2697105821.83307,2920358712.64824,3440724707.80834,2961484953.73364,3468337941.0883,3908121309.85681,4714071978.28635,5454249122.71389,6247515892.29694,6905934219.29467,8156468818.00868,9838403090.95859,10231962382.7842,10689168011.4449,12995112698.0102,12442035328.035,13242690790.0557,14364937127.7002,13104764378.7114,14026048334.2131,15365713059.1057,17070867577.6666,17280250805.2245
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11668286794.8616,13505056441.5193,15301279478.2071,15719500920.5362
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2036373522.68939,2137184858.04416,2216072577.11344,2809748387.09677,3821535779.81651,4879257847.77122,5759624742.26804,5633070602.54016,4613071494.63459,5643818689.479,6849321645.95623,6220270632.33592,6110632857.66584,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,15591182544.7092,23013015832.1023,29455165594.6859,37796052938.7278,54118601974.7947,58318677644.9492,60572257122.2962,63264892768.3726,63045305229.1046,60291736893.9397,61449392056.1488,67144725830.5753,68697759361.231
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,507139807872.787,262770938785.449,289371637240.769,297115312194.621,318544655265.223,371194030846.822,427896468010.388,452410538638.589,461255140911.521,501592716549.255,532013694132.4,537954639517.417,523457403293.931,571741701363.921,679294294233.748,802026607192.62,935062242594.596,1140406549025.21,1406932702176.41,1370339352774.7,1580131074094.67,1633765729302.7,1757061656602.17,1616323385620.79,1592380458099.95,1430990382384.9,1467437712248.72,1455193787706.94,1380524947470.91,1391982940489.58
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4465771672.62005,4593852089.0956,4054728172.94375,4376929571.63126,4856602178.63417,5506944403.30186,5542201150.91048
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000
