"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","c1990","c1991","c1992","c1993","c1994","c1995","c1996","c1997","c1998","c1999","c2000","c2001","c2002","c2003","c2004","c2005","c2006","c2007","c2008","c2009","c2010","c2011","c2012","c2013","c2014","c2015","c2016","c2017","c2018","c2019","Region","IncomeGroup"
"Azerbaijan","AZE","GDP (current US$)","NY.GDP.MKTP.CD",8858006035.91566,8792365810.5094,446305555.555556,1.57e+09,1193312101.91083,2417355840.03625,3176333837.03359,3962238113.16021,4446368570.6901,4581432038.83495,5272798390.70183,5707720390.8515,6235856819.58445,7276753894.71541,8680370408.05943,13245716099.0057,20982986344.3027,33050343782.7759,48852482960.0779,44291490420.5026,52909294791.9262,65951627200.2026,69683935845.2139,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,53480000,52060000,63610000,48050000,33520000,32470000,27190000,26490000,26490000,26120000,27690000,26400000,26180000.3051758,28569999.6948242,28309999.4659424,30040000.9155273,30489999.7711182,27629999.1607666,30450000.7629395,25500000,24309999.4659424,27280000.6866455,30110000.6103516,30940000.5340576,32240001.6784668,31770000.4577637,32240001.6784668,31959999.0844727,32729999.5422363,35509998.3215332,"Europe & Central Asia","Upper middle income"
"Burundi","BDI","GDP (current US$)","NY.GDP.MKTP.CD",1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135246.50004,2235820867.82743,2333341374.89657,2451606684.31708,2705783272.07443,3104003611.42957,2639321196.46528,2712324087.2789,2660123624.27729,2581268125.78917,170000,220000,180000,190000,190000,2e+05,210000,210000,220000,230000,260000,2e+05,209999.993443489,159999.996423721,150000.005960464,150000.005960464,180000.007152557,180000.007152557,180000.007152557,180000.007152557,300000.011920929,360000.014305115,370000.004768372,389999.985694885,379999.995231628,400000.005960464,439999.997615814,529999.971389771,689999.997615814,720000.028610229,"Sub-Saharan Africa","Low income"
"Belgium","BEL","GDP (current US$)","NY.GDP.MKTP.CD",205331747947.851,210510999409.333,234781652446.675,224721795708.955,244884129491.198,288025588396.278,279201433224.756,252708051420.839,258528339631.029,258245733221.468,236792460312.471,236746141604.37,258383599375.177,318082528506.588,369214712443.206,385714762230.039,408259840868.823,470922156309.453,517328087920.078,483254171097.812,481420882905.001,523330354138.133,496152879924.727,521791015247.06,535390200131.018,462335574841.484,476062757356.927,502764720556.354,543347368038.353,535376258146.666,109310000,113960000,112330000,110110000,114900000,114570000,119450000,116630000,119410000,115510000,117270000,118340000,110849998.474121,115500000,114019996.643066,110610000.610352,108650001.525879,104589996.337891,106930000.305176,99669998.1689453,106720001.220703,96480003.3569336,95269996.6430664,96589996.3378906,90139999.3896484,95129997.253418,94220001.2207031,92720001.220703,93660003.6621094,93010002.1362305,"Europe & Central Asia","High income"
"Benin","BEN","GDP (current US$)","NY.GDP.MKTP.CD",1959965243.76269,1986437859.90346,1695315305.70308,2274557914.07481,1598075932.35432,2169627250.93379,2361116587.86079,2268301537.65128,2455092582.30927,3677394291.51516,3519991326.48464,3666222600.09828,4194342849.46574,5349258334.31914,6190270756.13743,6567654493.50831,7034111651.4964,8169048690.05254,9787735426.00897,9738626993.27696,9535344283.47295,10693321953.6355,11141358945.1349,12517845732.2095,13284528654.0574,11388160958.249,11821066152.5979,12701654743.2149,14262407011.4764,14391686632.7821,330000,270000,280000,290000,280000,3e+05,970000.000000001,1240000,1210000,1340000,1420000,1740000,2180000.0667572,2440000.05722046,2650000.09536743,2900000.09536743,3470000.02861023,4e+06,4019999.98092651,4420000.07629395,4829999.92370605,4650000.09536743,4440000.05722046,4679999.82833862,5190000.05722046,5510000.22888184,6739999.77111816,6869999.88555908,7420000.07629395,7300000.19073486,"Sub-Saharan Africa","Lower middle income"
"Burkina Faso","BFA","GDP (current US$)","NY.GDP.MKTP.CD",3101300641.87512,3135045684.1006,3356692517.86417,3199536227.94818,1895290623.44033,2379518099.2266,2586550747.09844,2447668984.53131,2804902248.28537,3389566982.51573,2968369991.46729,3190371050.45524,3622350203.94595,4740768355.22974,5451688868.42974,6146352742.03313,6547420133.69942,7625723123.54939,9451436358.96861,9450697335.53565,10109618964.2848,12080296644.0643,12561016091.4673,13444301139.1384,13943016923.9017,11832159275.603,12833363370.174,14106956830.0857,15890065019.7634,16178162030.0694,5e+05,510000,520000,530000,540000,570000,630000,690000,760000,890000,940000,970000,959999.978542328,1039999.96185303,1059999.94277954,1059999.94277954,1240000.00953674,1409999.9666214,1700000.04768372,1730000.01907349,2289999.96185304,2460000.03814698,2940000.05722045,3130000.11444091,3180000.06675721,3700000.04768371,3700000.04768372,4269999.98092652,4670000.07629395,4999999.99999999,"Sub-Saharan Africa","Low income"
"Bangladesh","BGD","GDP (current US$)","NY.GDP.MKTP.CD",31598341233.463,30957483949.5798,31708874594.1645,33166519417.9894,33768660882.793,37939748768.6567,46438484107.5795,48244309133.4895,49984559471.3656,51270569883.5275,53369787318.6245,53991289844.3291,54724081490.5102,60158929188.2556,65108544250.0425,69442943089.4309,71819083683.7403,79611888213.148,91631278239.3237,102477791472.39,115279077465.226,128637938711.386,133355749482.478,149990451022.29,172885454931.453,195078678697.23,265236247989.155,293754646182.389,321379023557.462,351238438542.792,11520000,10830000,11820000,12570000.0000001,13540000,16550000,16830000,18970000,19250000.0000001,20110000,21650000,25780000,27430000.3051758,28629999.1607667,30530000.6866455,32709999.0844727,35900001.5258788,37990001.6784668,41580001.8310547,44750000.0000001,50580001.8310547,54419998.1689453,57990001.6784668,60599998.4741211,63830001.8310547,72190002.4414064,74379997.2534181,79339996.3378906,83449996.9482422,90739997.8637695,"South Asia","Lower middle income"
"Bulgaria","BGR","GDP (current US$)","NY.GDP.MKTP.CD",20632090909.0909,10943548387.0968,10350515463.9175,10829710144.9275,9697416974.16974,18983303571.4286,12294221472.7375,11315986087.1633,15030695296.5235,13627323284.5405,13245833843.5454,14183497963.1071,16402846413.0958,21144983551.6823,26157894736.8421,29869283400.0381,34379808888.6039,44405101469.5591,54438966419.8639,52023504656.2878,50682061053.2016,57678241023.818,54300857424.4415,55810138436.4821,57082011260.3446,50781996712.7635,53953897624.4344,59199447421.4924,66363422450.2112,68915416141.9576,73610000,58830000,55360000,55930000,53720000,54880000,55300000,52990000,50480000,44320000,43420000,46190000,43599998.4741211,47930000.3051758,47270000.4577637,47990001.6784668,48950000.7629395,52599998.4741211,50040000.9155273,42909999.8474121,44740001.6784668,49639999.3896484,45020000.4577637,39659999.8474121,42049999.2370605,44560001.373291,41590000.1525879,43880001.0681152,40900001.5258789,39139999.3896484,"Europe & Central Asia","Upper middle income"
"Bahrain","BHR","GDP (current US$)","NY.GDP.MKTP.CD",4229787234.04255,4616223404.25532,4751063829.78723,5200265957.44681,5567553457.44681,5849467819.14894,6101861436.17021,6349202393.61702,6183776595.74468,6621010372.34043,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,2.173e+10,25710904255.3191,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539468085.1064,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37802005319.1489,38653318085.1064,10740000,10350000,12270000,13070000,13370000,13540000,14150000,14420000,15490000,15450000,15880000,16390000,17219999.3133545,17940000.5340576,17930000.3051758,20690000.5340576,22489999.7711182,2.3e+07,24760000.2288818,24719999.3133545,25969999.3133545,26020000.4577637,27170000.0762939,28850000.3814697,30280000.6866455,30579999.923706,30299999.2370604,30520000.4577636,30809999.4659424,33259998.3215332,"Middle East & North Africa","High income"
"Bahamas, The","BHS","GDP (current US$)","NY.GDP.MKTP.CD",3.166e+09,3111160000,3.109e+09,3.092e+09,3.259e+09,3.429e+09,3.609e+09,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,1.0526e+10,9981960000,10095760000,10070450000,10720500000,10562800000,11176100000,11861900000,11834600000,12357600000,12755800000,13192800000,1960000,2040000,2570000,2090000,2070000,2200000,2070000,1870000,2360000,2320000,2230000,2220000,2400000.09536743,2380000.11444092,2250000,2109999.89509583,2099999.90463257,2119999.88555908,2200000.04768372,6170000.07629394,2079999.92370605,2569999.9332428,3549999.95231628,2809999.94277954,2519999.98092651,2210000.03814697,2039999.96185303,2170000.07629395,2799999.95231628,2839999.91416931,"Latin America & Caribbean","High income"
"Bosnia and Herzegovina","BIH","GDP (current US$)","NY.GDP.MKTP.CD",7.755e+09,6.116e+09,4.735e+09,3.631e+09,1255802469,1866572954,2786045322,3671816504,4116699437,4685733115,5567405605,5800774707,6728771319,8498560877,10157553968,11222953329,12864610865,15778767390,19112739365,17613836494,17176781066,18644723861,17221192487,18172335776,18560861398,16219819344,16914287593,18079076427,20177422311,20201323283,23970000,21440000,15970000,13400000,3160000,3370000,4190000,8490000,10760000,10520000,13960000,13760000,14560000,14870000,15570000,16230000,17910000,18889999,20760000,20590000,20840000,23740000,21959999,21850000,19490000,19620001,22340000,22680000,22600000,21070000,"Europe & Central Asia","Upper middle income"
"Belarus","BLR","GDP (current US$)","NY.GDP.MKTP.CD",2.165e+10,1.8e+10,17037037037.037,16280991735.5372,14932024169.1843,13972676840.918,14756846153.8462,14128408565.7064,15222012660.4232,12138486532.0203,12736856827.9847,12354820143.8849,14594249022.8922,17827791321.3067,23144351851.8519,30207567316.6202,36954312354.3124,45277399813.6067,60763483146.0674,50874078052.2735,57222490768.7143,61757788944.7236,65685102554.8759,75527984234.2342,78813839984.3506,56454734396.5842,47722657820.6675,54726595249.1849,60031262269.3365,64409647193.8044,99830000,96220000,87990000,76420000,64810000,57640000,58650000,59170000,57260000,54950000,52940000,51880000,51840000.1525879,52700000.7629395,56040000.9155272,56779998.7792969,59119998.9318848,57650001.5258789,60529998.7792969,57400001.5258789,61669998.1689453,58549999.2370605,59939998.626709,59990001.6784668,59500000,54819999.6948242,55139999.3896484,56009998.3215332,58950000.7629395,57669998.1689453,"Europe & Central Asia","Upper middle income"
"Belize","BLZ","GDP (current US$)","NY.GDP.MKTP.CD",412086445.49,444720750,518559700,560205300,581269550,620422500,641660000,654582900,689140000,732732350,832072450,871590369.32848,932292858.88771,990727709.549365,1057653620.03465,1111453823.62023,1211148304.51368,1283112549.99844,1352588867.72777,1320605471.63149,1387925188.49004,1466822039.4102,1531348953.18392,1581844936.42351,1676406801.54095,1734320479.1395,1796928936.71505,1844906692.53913,1887465218.48204,1945250235.57603,330000,430000.000000001,499999.999999999,470000.000000001,449999.999999999,460000.000000001,360000,459999.999999999,450000,409999.999999999,449999.999999999,530000.000000001,519999.980926514,509999.990463256,439999.997615813,469999.998807907,509999.990463256,529999.97138977,500000.000000001,1460000.03814697,560000.002384186,670000.0166893,670000.016689301,460000.008344649,479999.989271165,680000.007152557,649999.97615814,639999.985694887,629999.99523163,639999.985694887,"Latin America & Caribbean","Upper middle income"
"Bolivia","BOL","GDP (current US$)","NY.GDP.MKTP.CD",4867582597.52327,5343274395.35273,5643893347.00679,5734676631.26304,5981244865.27432,6715220486.21961,7396966618.05857,7925673467.44571,8497545543.63805,8285075837.86388,8397912525.26886,8141537877.06791,7905485146.44351,8082364816.16879,8773451751.5121,9549077918.69677,11451869202.1569,13120183207.6625,16674324661.8681,17339992193.7322,19649631308.1648,23963033429.4364,27084497481.9103,30659338885.6729,32996188017.3661,33000198248.9146,33941126193.9219,37508642170.767,40287647930.5355,40895322850.9407,10410000,10870000,11150000,10200000,9519999.99999997,8579999.99999999,8290000.00000001,9120000.00000002,8670000.00000003,8220000,8210000,8050000,8300000.19073486,9079999.92370603,9489999.77111819,10050000.1907349,11229999.5422363,12079999.9237061,13109999.6566772,1.4e+07,15170000.0762939,16610000.6103516,17420000.0762939,18739999.7711182,20409999.8474121,20760000.2288818,22010000.2288818,22750000,23229999.5422363,22340000.152588,"Latin America & Caribbean","Lower middle income"
"Brazil","BRA","GDP (current US$)","NY.GDP.MKTP.CD",390725626002.866,342609227209.645,328187944300.908,368295777770.079,525369851353.742,769333330368.987,850426433004.077,883206452795.124,863711007325.493,599642075004.471,655448188259.351,559983704094.17,509795270685.19,558233724164.711,669289321944.516,891633826603.377,1107626711406.63,1397114247331.17,1695855391810.9,1666996294372.87,2208838108577.09,2616156606666.62,2465228293894.01,2472819362216.69,2456043766028.73,1802211999538.68,1795693265810.23,2063514688761.98,1916933708381.89,1873288158977.23,197900000,205480000,207870000,215260000,222500000.000001,241280000,262409999.999999,281330000.000001,290590000,300960000,313669999.999999,319379999.999999,317760009.765625,310809997.558593,328519989.013673,331690002.441406,335619995.117188,352559997.558594,373630004.882813,349999999.999999,397929992.67578,418309997.558594,454230010.986328,486839996.337891,511619995.117188,485339996.33789,447079986.572265,456489990.234376,433989990.234374,434299987.792968,"Latin America & Caribbean","Upper middle income"
"Barbados","BRB","GDP (current US$)","NY.GDP.MKTP.CD",2012131457.26644,2020583702.08323,1.957e+09,2063342117.03873,2151344901.30761,2216974096.35559,2363645403.47039,2498384129.66738,2817083478.34734,2951822204.54432,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217450802.54938,4674007452.49163,4784925079.03312,4465657314.64407,4529928302.16747,4657699461.45637,4610095997.77104,4677248301.89959,4696344341.64326,4724691212.50593,4832811755.56467,4981588899.82409,5097283213.13965,5304164323.2532,980000,979999.999999999,1180000,1e+06,1030000,1070000,1060000,1160000,1270000,1300000,1240000,1310000,1370000.00476837,1379999.99523163,1360000.01430511,1419999.95708466,1470000.02861023,1480000.01907349,1779999.97138977,4619999.88555909,1549999.95231628,1759999.99046326,2119999.88555908,1440000.05722046,1269999.98092651,1269999.98092651,1289999.96185303,1179999.94754791,1240000.00953674,1250000,"Latin America & Caribbean","High income"
"Brunei Darussalam","BRN","GDP (current US$)","NY.GDP.MKTP.CD",3520551724.13793,3701667052.55846,4183548189.07305,4105706151.75145,4087337959.93191,4734020036.68689,5115602836.87943,5197332974.13793,4051147227.53346,4.6e+09,6001153306.2645,5601090584.36122,5843329107.56171,6557333084.60567,7872333215.00414,9531402847.87311,11470703002.0769,12247694247.2298,14393099068.5859,10732366286.2643,13707370737.0737,18525319977.7407,19047940300.8963,18093829923.2737,17098342541.4365,12930394937.8137,11400854267.7188,12128104859.1498,13567351175.0315,13469422958.5105,3260000.00000001,3380000,3590000,3930000.00000001,4270000,4599999.99999999,4830000,5230000,4519999.99999998,4429999.99999999,4720000.00000001,4710000.00000001,4619999.88555909,5519999.98092651,5099999.90463256,4989999.77111816,7519999.98092652,7139999.8664856,7909999.84741213,7869999.88555909,7170000.07629394,7329999.92370603,7300000.19073484,7210000.03814696,7079999.92370607,6400000.09536741,6969999.79019164,7289999.96185303,7539999.96185302,6989999.77111815,"East Asia & Pacific","High income"
"Bhutan","BTN","GDP (current US$)","NY.GDP.MKTP.CD",287658184.003427,240319995.602463,240215763.888889,225998091.177435,258985597.704814,290464801.110083,303435517.922664,352260952.905536,363452787.203102,399268801.672085,424464089.897641,461444513.66815,520849551.532606,604041957.921855,682523857.01677,796938120.181406,874989895.601121,1168308516.63301,1227808790.6733,1234014291.82342,1547991317.81183,1777101316.67756,1781281281.57912,1756215665.09323,1907090813.45906,2003598212.99135,2158972129.00307,2450364928.07302,2446866404.93058,2535657069.05537,79999.9999999999,130000,120000,130000,140000,160000,2e+05,190000,2e+05,2e+05,210000,230000,239999.994635582,259999.990463257,289999.99165535,319999.992847443,319999.992847443,319999.992847443,300000.011920929,319999.992847443,400000.005960464,589999.973773956,639999.985694885,670000.016689301,699999.988079071,769999.980926517,930000.007152557,970000.02861023,1049999.95231628,1049999.95231628,"South Asia","Lower middle income"
"Botswana","BWA","GDP (current US$)","NY.GDP.MKTP.CD",3790567051.86778,3942792837.35655,4146513722.33019,4160086253.1468,4259330999.03151,4730611067.02258,4847752842.78924,5020214747.45261,4790458837.17078,5484257417.17844,5788329609.15755,5489608299.66445,5438857106.73536,7511582173.37724,8957467706.5354,9918907108.09702,10137883299.3156,10939053365.4786,10945070441.9283,10267133177.7334,12786654498.3514,15351972361.1477,14380004175.1194,14901750991.2012,15654660710.108,13578754072.4652,15082578064.8002,16088437675.1648,16914245098.0392,16695925027.1944,2810000,2730000,3300000,3250000.00000001,3079999.99999999,3190000,2920000,3070000,3680000,3860000.00000001,4030000,3870000,4030000.20980835,3920000.07629395,3970000.02861023,4280000.20980836,4090000.15258788,4320000.17166138,4389999.86648561,4190000.05722046,3369999.88555907,3880000.11444093,3410000.08583069,5420000.07629394,6989999.77111815,6949999.80926514,6630000.11444092,7329999.92370605,7309999.94277954,7250000.00000001,"Sub-Saharan Africa","Upper middle income"
"Central African Republic","CAF","GDP (current US$)","NY.GDP.MKTP.CD",1440711395.67069,1377375030.52921,1411917558.45855,1278781166.72188,851174350.649409,1115389731.79119,1007791186.20106,937741468.029676,967338348.658314,999477510.686632,916777282.651168,932648604.420575,996068145.608021,1142315522.1989,1272360516.62022,1337894379.62649,1461859762.62791,1699811293.2576,1993407886.56402,2067381663.75378,2142591375.85053,2437982839.63072,2510126699.05356,1691544192.38242,1894813504.52945,1695825708.45604,1825018190.85071,2072349974.15272,2220978978.17342,2221301400.72468,150000,140000,150000,160000,160000,160000,170000,170000,230000,240000,240000,250000,250000,230000.004172325,230000.004172325,219999.998807907,230000.004172325,239999.994635582,170000.001788139,170000.001788139,170000.001788139,189999.997615814,200000.002980232,119999.997317791,129999.995231628,189999.997615814,209999.993443489,219999.998807907,230000.004172325,239999.994635582,"Sub-Saharan Africa","Low income"
"Canada","CAN","GDP (current US$)","NY.GDP.MKTP.CD",593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,654986999855.554,6.34e+11,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1742015045482.31,419490000,413300000,426370000,422049999.999999,436760000,448050000.000001,461700000,476819999.999999,484790000.000001,494280000.000001,514219999.999999,506620000.000001,524349975.585937,544539978.027343,536419982.910156,549030029.296875,540530029.296876,571630004.882812,550469970.703124,521320007.32422,537010009.765625,549289978.027343,546210021.972657,555659973.144531,561679992.675782,558700012.207032,556830017.089846,568080017.089845,580090026.85547,580210021.972655,"North America","High income"
"Switzerland","CHE","GDP (current US$)","NY.GDP.MKTP.CD",265987061618.198,269127820781.032,280156819798.037,272466458446.129,301628489434.818,353132515010.571,340471241909.385,295121356714.67,303882354117.809,298520480628.412,279841151705.353,287226531168.523,310175772488.13,363063293977.872,405531321270.607,420544947799.55,443801905407.561,493537376707.764,570304197211.707,558199868578.256,603434493402.679,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,43330000,45670000,45700000,43450000,42590000,43440000,44010000,42750000,44250000,44530000,43710000,45150000,43569999.6948242,44840000.1525879,45279998.7792969,45849998.4741211,45479999.5422363,43540000.9155273,44959999.0844727,43669998.1689453,45209999.0844727,41189998.626709,42520000.4577637,43529998.7792969,39790000.9155273,39090000.1525879,39669998.1689453,38700000.7629395,37479999.5422363,37380001.0681152,"Europe & Central Asia","High income"
"Chile","CHL","GDP (current US$)","NY.GDP.MKTP.CD",33113887818.957,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78574385335.5811,85728899954.449,81995304456.1038,75596103237.1555,78249883995.6255,71517080040.6338,70294892400.0639,76507577234.5965,99079230169.6389,122314960843.922,153840051814.059,172565850839.158,179663403196.985,171412642047.328,217105420016.533,251224856981.294,267175872540.066,277239461340.404,259405202008.001,242496649874.236,249298719723.108,276364933679.626,295402652037.155,278584733103.01,30520000,29299999.9999999,30320000,32320000,35640000,38970000,44900000,51290000,52010000.0000001,54430000,50420000,48430000,49119998.9318847,50200000.7629395,54970001.2207031,55970001.2207031,57150001.5258789,64569999.6948242,67989997.8637695,65449996.9482422,69749999.9999999,76470001.2207031,78410003.6621095,8.3e+07,76559997.5585937,82230003.3569337,86489997.8637695,87069999.6948242,86610000.6103516,91370002.746582,"Latin America & Caribbean","High income"
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD",360857912565.966,383373318083.624,426915712715.856,444731282435.515,564324670008.238,734547898224.101,863746717507.397,961603952954.233,1029043097558.91,1093997267277.1,1211346869600.41,1339395718862.89,1470550015077.93,1660287965663.89,1955347004965.69,2285965892364.2,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.7,11061553079871.5,11233276536744.7,12310409370894.2,13894817549380.3,14279937500608,2173360000,2302180000,2418180000,2645410000,2767670000,3088620000,3070510000,3134110000,3236280000,3153660000,3346530000,3529079999.99999,3810060058.59375,4415910156.25,5124819824.21875,5824629882.8125,6437470214.84375,6993180175.78125,7199600097.65624,7719069824.21875,8474919921.875,9282549804.6875,9541870117.18749,9984570312.5,10006669921.875,9861099609.375,9874660156.25,10096009765.625,10502929687.5,10707219726.5625,"East Asia & Pacific","Upper middle income"
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD",10795850106.9547,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,18071153890.3932,18047557171.7483,19619653924.2697,18870992455.7304,16577533355.4395,16810536883.7177,18054384023.1093,21251755293.9537,23510577108.2304,24036917016.59,25281414472.9891,28760092034.4723,34078243426.009,33886814907.0346,34936305296.9689,36693712824.8232,36302305578.2487,42760237561.4396,48843008580.3288,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248,2710000,2790000,2770000,2960000,3090000,3370000,4050000,4969999.99999999,4990000,6830000,6490000,6490000.00000001,6840000.15258789,5309999.94277954,5469999.79019166,5880000.11444092,5699999.80926514,5659999.8474121,6469999.79019164,6030000.20980834,6349999.90463258,6119999.88555908,8039999.96185303,8689999.58038331,9199999.80926515,9810000.41961669,9590000.15258789,10560000.4196167,10189999.5803833,10829999.9237061,"Sub-Saharan Africa","Lower middle income"
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD",12314482085.0878,11840192674.1246,12071775380.6503,16181813512.4483,8902446188.0456,10864773036.8363,11093539497.029,10789457915.0457,11298144511.6364,11565827385.6884,10566578952.7857,10953485244.4239,12417251815.8801,15970315751.0277,18826215278.057,19509850837.2745,20910513974.6215,23928251333.7444,27715144580.2691,27932971683.4215,27507499709.071,30630912184.7789,30155064574.0734,33728622819.0912,36386546917.6861,32210232911.6626,33814337900.2831,36098550141.5897,39973839064.6084,39670977332.7348,2900000,6969999.99999999,6850000,5769999.99999999,4620000,4679999.99999999,4760000,4860000,5040000,4790000,5210000,5160000,5130000.11444092,5210000.03814697,5119999.88555908,5019999.9809265,5090000.15258789,6130000.11444091,6389999.86648559,7030000.20980835,7010000.22888185,6809999.94277955,6880000.11444091,7550000.19073486,8249999.99999999,8460000.03814696,9079999.92370606,9170000.07629395,9590000.15258788,9430000.30517577,"Sub-Saharan Africa","Lower middle income"
"Congo, Dem. Rep.","COD","GDP (current US$)","NY.GDP.MKTP.CD",9349764580.41173,9633911368.01541,8227200892.44213,10706246370.9325,5820382232.03468,5643439373.42693,5771454939.62404,6090840548.18784,6217806273.17637,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,47568210068.4862,51775830725.8263,3180000,1740000,1480000,1900000,2210000,2110000,2270000,2270000,2280000,2090000,1630000,1570000,1649999.97615814,2e+06,1940000.05722046,2210000.03814697,2279999.97138977,2470000.02861023,2549999.95231628,2500000,2650000.09536743,3019999.98092651,2829999.92370605,3960000.03814697,5139999.8664856,3230000.01907349,2420000.07629395,2849999.90463257,3119999.88555908,3210000.03814697,"Sub-Saharan Africa","Low income"
"Congo, Rep.","COG","GDP (current US$)","NY.GDP.MKTP.CD",2798746050.58236,2724853507.64996,2933222705.7974,2684323618.40365,1769365438.88526,2116003868.17373,2540697537.70424,2322719101.28455,1949481380.64925,2354772959.06186,3227927697.43665,2796704603.04443,3034250926.18009,3503723086.7028,4656974937.55227,6650001684.9045,8072305030.68484,8782703427.96085,11649857662.1388,9723299908.19473,13148396205.671,15655383585.9887,17692911280.5627,17958720704.4596,17912907682.0663,11890259176.6829,10219341017.1383,11094823676.5914,13670038019.8594,12750338736.1661,3200000,3190000.00000001,3130000,2690000.00000001,2060000,2640000,3170000.00000001,3270000,3880000.00000001,3959999.99999999,4350000,4240000.00000001,2759999.99046326,3230000.01907349,3519999.98092649,4309999.94277953,4780000.20980835,4150000.09536742,4360000.1335144,4840000.15258787,5420000.07629396,5380000.11444093,5260000.22888185,5329999.92370605,5190000.05722044,5659999.84741213,5500000.00000001,5409999.84741211,6489999.77111816,7260000.22888186,"Sub-Saharan Africa","Lower middle income"
"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD",47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,334943871931.745,370921320483.841,382116126448.554,381112119657.445,293481748240.778,282825009887.458,311883730690.129,334198214706.209,323109543324.321,48730000.0000001,50439999.9999999,52510000.0000001,55880000.0000002,56779999.9999999,59310000,58650000,64189999.9999999,64440000,55400000.0000001,58339999.9999999,58940000,56770000.4577636,56110000.6103517,56110000.6103515,57639999.3896485,57689998.6267089,59180000.3051758,59779998.7792968,62009998.321533,63560001.3732908,69099998.4741212,69699996.948242,76860000.6103516,79199996.9482421,80230003.3569336,82680000.3051759,74989997.8637695,78589996.3378904,81040000.9155273,"Latin America & Caribbean","Upper middle income"
"Comoros","COM","GDP (current US$)","NY.GDP.MKTP.CD",429622147.743446,424108796.562976,457388578.924144,452881443.084162,319189200.353123,398461789.558686,396053797.633321,364445589.702365,370106776.043329,382454989.945311,351136568.441921,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1188797574.94753,1195019559.09381,70000.0000000002,69999.9999999999,70000,69999.9999999999,69999.9999999998,80000.0000000001,80000.0000000002,79999.9999999999,90000.0000000001,1e+05,1e+05,110000,109999.999403954,140000.000596046,150000.005960464,150000.005960464,170000.001788139,109999.999403954,109999.999403954,140000.000596046,170000.001788139,150000.005960464,159999.996423721,189999.997615814,170000.001788139,189999.997615814,219999.998807907,280000.001192093,300000.011920929,319999.992847443,"Sub-Saharan Africa","Lower middle income"
