"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","c1990","c1991","c1992","c1993","c1994","c1995","c1996","c1997","c1998","c1999","c2000","c2001","c2002","c2003","c2004","c2005","c2006","c2007","c2008","c2009","c2010","c2011","c2012","c2013","c2014","c2015","c2016","c2017","c2018","c2019","Region","IncomeGroup"
"Cabo Verde","CPV","GDP (current US$)","NY.GDP.MKTP.CD",306891107.262039,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1663008687.09505,1769787215.42141,1966501117.61028,1981845740.70615,1e+05,1e+05,110000,110000,110000,120000,140000,150000,160000,190000,220000,240000,280000.001192093,310000.002384186,330000.013113022,439999.997615814,500000.000000002,460000.00834465,479999.989271164,509999.990463256,540000.021457674,569999.992847441,529999.971389772,509999.990463257,5e+05,5e+05,550000.011920926,589999.973773953,610000.014305116,649999.976158143,"Sub-Saharan Africa","Lower middle income"
"Costa Rica","CRI","GDP (current US$)","NY.GDP.MKTP.CD",5711687786.75989,7196276092.461,8564044017.26908,9582866263.11706,10486784804.7995,11578594259.8675,11678424507.2457,12614602382.2012,13684255946.5765,14254866281.1537,15013629658.6521,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700345.0342,30801744881.0001,30745712006.5307,37658614803.2775,42762617081.6522,47231651862.8399,50949672205.9168,52016408950.8936,56441917652.9812,58847016044.7363,60516043590.1832,62420165099.7231,64417670082.6127,2870000,3060000,4149999.99999999,4180000,4850000.00000001,4810000,4530000,4489999.99999999,5019999.99999999,5030000.00000001,4950000,5420000.00000001,5519999.98092651,5800000.19073487,5940000.05722048,6269999.98092649,6559999.94277954,7599999.90463259,7519999.98092653,7199999.80926516,7110000.1335144,7429999.82833864,7449999.80926514,7780000.20980837,7829999.92370607,7539999.96185302,8079999.92370606,8260000.22888185,8369999.88555906,8239999.77111814,"Latin America & Caribbean","Upper middle income"
"Cuba","CUB","GDP (current US$)","NY.GDP.MKTP.CD",28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,3.8203e+10,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,6.899e+10,7.3141e+10,7.7148e+10,8.0656e+10,8.7133e+10,9.137e+10,9.6851e+10,1.0005e+11,1.03428e+11,35620000,27420000,21769999.9999999,20150000,21720000,23180000,25200000,27450000,27110000,2.8e+07,28350000,27470000,26420000.0762939,25629999.1607666,25360000.6103516,26319999.6948242,26780000.6866455,27680000.3051758,26750000,26979999.5422363,28110000.6103516,27590000.1525879,28690000.5340576,28870000.8392334,26690000.5340576,29209999.0844726,27170000.0762939,26239999.7711182,26709999.0844727,25909999.8474121,"Latin America & Caribbean","Upper middle income"
"Cyprus","CYP","GDP (current US$)","NY.GDP.MKTP.CD",5591130217.66965,5770197348.48485,6912150456.32334,6590291048.29211,7425703928.57143,9933133247.08926,10011918444.1656,9547818700.11403,10248617647.0588,10497908306.3646,9985844486.33365,10397897085.6102,11420227884.6154,14547325028.3126,17320552500,18433411267.2553,20072786350.5206,23968764029.5647,27844698989.3072,25945391775.4932,25732432719.0773,27565469097.9955,24978513426.6992,23900872625.8467,23156850006.6427,19842404304.8929,20953442550.3653,22870833709.8961,25522671232.8767,25758357774.5438,4590000,5110000,5480000,5740000,5980000,5850000,6210000,6300000,6610000,6870000,7130000,6990000,7170000.07629395,7829999.92370605,7780000.20980835,7900000.09536744,8e+06,8310000.4196167,8489999.77111816,8279999.73297119,7900000.09536743,7630000.11444092,7099999.90463257,6429999.82833862,6809999.94277954,6849999.90463257,7219999.79019166,7360000.1335144,7199999.80926514,7190000.05722046,"Europe & Central Asia","High income"
"Czechia","CZE","GDP (current US$)","NY.GDP.MKTP.CD",40728950704.6176,29859921158.8696,34805013229.572,40866748705.1075,47850203856.1751,60147174076.8651,67387788632.9812,62180159376.1239,66807429711.411,65173130995.2212,61828166496.0941,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,248950103352.137,252498032247.163,150200000,136900000,134140000,130980000,124710000,125180000,126740000,124790000,118920000,111950000.000001,123170000,122720000,118529998.779297,122769996.643066,123440002.441406,119989997.86377,120599998.474121,123620002.746582,118309997.558594,111169998.168945,112250000,109169998.168945,106069999.694824,101150001.525879,97510002.1362305,99139999.3896484,101730003.356934,101830001.831055,100900001.525879,96290000.9155273,"Europe & Central Asia","High income"
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD",1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194945278872.59,1947981991011.77,1945790973803.15,2078484517474.51,2501640388482.35,2814353869359.08,2846864211175.1,2994703642023.53,3425578382921.58,3745264093617.19,3411261212652.34,3399667820000.01,3749314991050.59,3527143188785.16,3733804649549.03,3889093051023.52,3357585719351.56,3469853463945.53,3690849152517.65,3977289455388.23,3888326788627.44,955309999.999997,932549999.999997,892819999.999996,887059999.999996,875899999.999998,874659999.999996,904339999.999997,872649999.999997,865250000.000002,833590000.000003,830279999.999999,847680000.000001,833380004.882815,836789978.027342,821070007.324219,802380004.882813,814409973.144531,783799987.792969,789690002.441406,734809997.558594,773070007.324219,746479980.46875,760130004.882813,776150024.414063,736010009.765625,742309997.558594,747150024.414063,732200012.207031,707700012.207031,657400024.414063,"Europe & Central Asia","High income"
"Djibouti","DJI","GDP (current US$)","NY.GDP.MKTP.CD",452328087.282876,462421998.525779,478058304.871118,466048469.22986,491689220.744875,497723960.589913,494004647.73437,502675542.001227,514267869.300758,536080148.097299,551230861.856505,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214679081.25658,2424391785.43897,2604955228.70117,2762581334.22612,2913466732.12507,3088853638.56832,270000,290000,3e+05,3e+05,290000,320000,3e+05,330000,390000,390000,370000,380000,400000.005960464,409999.996423721,400000.005960464,430000.007152557,430000.007152557,469999.998807907,469999.998807907,469999.998807907,519999.980926514,479999.989271164,5e+05,560000.002384186,400000.005960464,460000.00834465,419999.986886978,419999.986886978,400000.005960464,419999.986886978,"Middle East & North Africa","Lower middle income"
"Dominica","DMA","GDP (current US$)","NY.GDP.MKTP.CD",201429629.62963,219762962.962963,234059259.259259,245525925.925926,264374074.074074,274522222.222222,292285185.185185,302988888.888889,322411111.111111,331759259.259259,333470370.37037,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,521551851.851852,554770370.37037,611537037.037037,60000,60000,80000.0000000002,80000.0000000003,80000.0000000001,99999.9999999999,79999.9999999999,1e+05,110000,110000,130000,150000,119999.997317791,140000.000596046,159999.996423721,159999.996423721,170000.001788139,180000.007152557,180000.007152557,5e+05,180000.007152557,180000.007152557,250000,170000.001788139,180000.007152557,180000.007152557,180000.007152557,170000.001788139,170000.001788139,170000.001788139,"Latin America & Caribbean","Upper middle income"
"Denmark","DNK","GDP (current US$)","NY.GDP.MKTP.CD",138247285815.855,139224688814.195,152915654478.885,143195627014.605,156162386724.523,185006881515.065,187632346387.984,173537647058.824,176991934992.837,177965188354.692,164158739097.623,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,347561349210.979,52090000,62799999.9999999,57029999.9999999,59360000.0000002,63199999.9999998,59999999.9999999,73340000,63649999.9999997,59710000,56729999.9999999,52600000,54250000,53840000.1525877,59229999.5422361,53729999.5422363,50200000.7629395,58130001.0681152,53409999.8474121,50130001.0681152,47930000.3051758,48119998.9318848,43099998.4741211,38220001.2207031,39959999.0844727,35819999.6948242,33700000.7629395,35319999.6948242,33130001.0681152,33130001.0681152,29700000.7629395,"Europe & Central Asia","High income"
"Dominican Republic","DOM","GDP (current US$)","NY.GDP.MKTP.CD",7073675544.79021,9824498183.03263,11605382504,13081042400,14644711384.8202,16637370839.1608,18241691857.3544,20017480054.834,21672231760.6491,22136621337.0889,24305717541.6371,25601765400.5153,27137508656.8522,21403167848.1444,22322395368.0274,35777570135.5225,37879869897.8979,43965420072.4107,48122547177.1881,48261033298.2133,53860175555.9961,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018,7860000,8229999.99999997,9619999.99999999,9520000.00000002,11140000,11840000,12730000,14500000,16620000,17790000,18670000,18980000,20879999.1607666,18729999.5422363,17280000.6866455,18690000.5340576,20370000.8392334,20629999.1607666,20579999.9237061,19659999.8474121,20680000.3051758,20909999.8474121,21680000.3051758,21290000.9155273,21450000.7629395,23590000.1525879,24590000.1525879,23549999.2370605,25309999.4659424,27229999.5422363,"Latin America & Caribbean","Upper middle income"
"Algeria","DZA","GDP (current US$)","NY.GDP.MKTP.CD",62048562947.2509,45715614559.7064,48003078388.5401,49945599428.5812,42543178042.4148,41764315330.4366,46941582519.4661,48177612042.1507,48187747528.899,48640653469.3025,54790392746.1939,54744712814.8676,56760355865.0082,67863828412.6882,85332581188.6107,103198223709.439,117027307540.89,134977082623.78,171000699876.747,137211035770.034,161207270185.25,200013052199.2,209058991952.125,209755003250.664,213810024944.464,165979279263.174,160034163871.455,170097014589.134,174910878623.049,171767403748.19,62940000,66430000.0000001,66840000.0000001,72220000,73610000,76440000,76120000,74430000,74650000.0000001,77509999.9999999,80050000,78650000.0000001,82400001.525879,88190002.4414062,89489997.8637694,94190002.4414064,99809997.5585938,102750000,107750000,112169998.168945,114180000.305176,120790000.915527,134929992.675781,139020004.272461,147740005.493164,156270004.272461,154910003.662109,158339996.337891,165539993.286133,171250000,"Middle East & North Africa","Lower middle income"
"Ecuador","ECU","GDP (current US$)","NY.GDP.MKTP.CD",15239278100.3502,16988535267.6338,18094238119.0595,18938717358.6793,22708673336.6683,24432884442.2211,25226393196.5983,28162053026.5133,27981896948.4742,19645272636.3182,18327764882.4412,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,15420000,15740000,16850000,16950000,18800000,20920000,2.4e+07,24949999.9999999,24470000,21610000,22050000,24249999.9999999,24170000.0762939,24659999.847412,26180000.3051758,28219999.3133545,30129999.1607666,30639999.3896484,31690000.5340576,34499999.9999999,37250000.0000001,37099998.474121,37090000.1525878,39700000.7629395,41799999.2370605,41520000.4577637,39810001.3732911,38549999.2370605,40139999.3896483,39290000.9155273,"Latin America & Caribbean","Upper middle income"
"Egypt, Arab Rep.","EGY","GDP (current US$)","NY.GDP.MKTP.CD",42978914311.3504,37387836490.5284,41855986519.4235,46578631452.581,51897983392.6453,60159245060.4541,67629716981.1321,78436578171.0914,84828807556.0803,90710704806.8416,99838543960.0763,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,87750000.0000001,89369999.9999997,90899999.9999999,92659999.9999999,87900000.0000001,93719999.9999998,98939999.9999999,106060000,110980000,116540000,114610000,126700000,129440002.441406,133020004.272461,144500000,162220001.220703,170750000,183399993.896484,189940002.441406,197660003.662109,200309997.558594,205770004.272461,2.15e+08,213860000.610352,219119995.117188,226279998.779297,231229995.727539,242229995.727539,247910003.662109,249369995.117188,"Middle East & North Africa","Lower middle income"
"Eritrea","ERI","GDP (current US$)","NY.GDP.MKTP.CD",3.32e+08,3.84e+08,477101652,467872715,531688312,578015625,693535954,686490090,745526155,688921326,706370816,752368496,729321367,870247703,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,2.255e+09,1.958e+09,2.604e+09,2.016e+09,2.213e+09,1.904e+09,2.006e+09,1.982e+09,43359,43819,440000,630000,730000,8e+05,870000,830000,610000,650000,640000,7e+05,680000,690000,680000,6e+05,520000,510000,450000,470000,5e+05,570000,562455,580598,589670,589670,598742,653173,771107,798323,"Sub-Saharan Africa","Low income"
"Spain","ESP","GDP (current US$)","NY.GDP.MKTP.CD",536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1474002579820,1631863493552.34,1491472923706.64,1422108199783.34,1480710495710.12,1324744314781.64,1355142585077.65,1371222712535.68,1195599995808.59,1232912963206.23,1312539279462.36,1420994142512.16,1393046093137.25,214950000,222100000,232370000,218080000,228450000,240570000,230110000,248600000,256220000,278300000,293310000,294790000,312750000,318660003.662109,335559997.558594,350500000,341779998.779297,354679992.675781,324269989.013672,287489990.234375,273250000,274399993.896484,269269989.013672,242809997.558594,240960006.713867,256279998.779297,247029998.779297,263450012.207031,257040008.544922,239979995.727539,"Europe & Central Asia","High income"
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD",5.618e+09,5.341e+09,4.306e+09,1.791e+09,2.507e+09,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30489500905,31045591753,35280000,31540000,23820000,18340000,17820000,16260000,17200000,16770000,16240000,15290000,14920000,15380000,14950000,16940001,17020000,17230000,15980000,19980000,18400000,15050000,1.9e+07,18170000,16889999,19320000,17940001,15540000,15990000,16709999,15320000,10180000,"Europe & Central Asia","High income"
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD",12175166763.285,13463868357.4879,10492993077.6093,8830712713.90781,6927950564.55657,7663984567.90123,8547939730.62374,8589211390.49612,7818224905.55071,7700833482.00615,8242392103.68061,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,2310000,2330000,1520000,1940000,2260000,2570000,2870000,3060000,3230000,3180000,3560000,4400000,4570000.17166138,5019999.98092651,5329999.92370605,5050000.19073486,5400000.09536743,5960000.03814697,6489999.77111816,6530000.20980835,6469999.79019165,7539999.96185303,8479999.54223633,10079999.9237061,12340000.1525879,12890000.3433228,14970000.2670288,15819999.6948242,17239999.7711182,18360000.6103516,"Sub-Saharan Africa","Low income"
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD",141438345513.917,127773856785.767,112532519246.084,89214114708.0254,103299943084.804,134189814814.815,132129174216.93,126912152101.707,134038718291.055,135264083658.688,126019543413.334,129533107311.811,140404460203.138,171652458349.411,197479443979.151,204885494686.381,217089269791.764,256378067752.158,285716311136.719,253497520828.515,249424310816.667,275604356167.316,258290060227.734,271362405890.589,274862826772.156,234534382384.766,240771351298.833,255647979916.471,275715087494.902,268508200125.49,54560000.0000002,55129999.9999998,52280000.0000002,53459999.9999998,59929999.9999998,56089999.9999998,62570000.0000001,60619999.9999998,57270000.0000003,56510000.0000002,55100000.0000002,61090000.0000001,63439998.626709,71709999.0844729,67680000.305176,55459999.0844727,67019996.6430664,65099998.4741212,56659999.8474118,54180000.305176,62529998.7792969,55119998.931885,49409999.8474121,50189998.626709,46159999.8474121,42819999.6948242,45700000.7629395,43020000.4577637,44580001.8310547,40709999.0844727,"Europe & Central Asia","High income"
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD",1337024782.22702,1383843860.1247,1532401862.94079,1636074717.86224,1825763267.53637,1970347720.96992,2128696643.62574,2090184941.46983,1653160861.68714,1936484565.39399,1678239218.26553,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581371850.14851,5496264765.78411,690000,680000,720000,7e+05,7e+05,710000,770000,750000,730000,750000,810000,1040000,879999.995231627,1049999.95231628,1470000.02861023,1289999.96185303,1379999.99523163,1259999.99046326,970000.028610233,970000.028610227,1159999.9666214,1110000.01430511,1029999.97138977,1129999.99523163,1289999.96185303,1379999.99523163,1519999.98092651,1649999.97615814,1629999.99523163,1629999.99523163,"East Asia & Pacific","Upper middle income"
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD",1269179616913.63,1269276828275.78,1401465923172.24,1322815612694,1393982750472.59,1601094756209.75,1605675086549.56,1452884917959.09,1503108739159.44,1493151737698.46,1365639660792.16,1377657339291.34,1501409382971.38,1844544792036.86,2119633181634.37,2196945232435.8,2320536221304.7,2660591246211.77,2930303780828.12,2700887366932.03,2645187882116.67,2865157541994.17,2683671716967.19,2811876903329.03,2855964488590.19,2439188643162.5,2472964344587.17,2595151045197.65,2790956878746.66,2728870246705.88,356240000,380650000,368590000,349420000,344400000,352240000,367900000,359070000,381110000,374900000,373120000,376730000,371019989.013672,376709991.455078,377790008.544922,380660003.662109,371549987.792969,362829986.572266,357989990.234375,343730010.986328,347779998.779297,335140014.648438,338420013.427734,338559997.558594,306100006.103516,311299987.792969,313920013.427734,317829986.572266,307049987.792969,300519989.013672,"Europe & Central Asia","High income"
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD",147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412479413.362129,110000,110000,110000,109999.999999999,110000,120000,120000,120000,130000,130000,130000,150000,140000.000596046,159999.99642372,159999.996423721,159999.996423721,140000.000596046,140000.000596046,119999.997317791,129999.995231628,109999.999403954,119999.997317791,129999.995231628,140000.000596046,140000.000596046,150000.005960464,170000.001788139,180000.007152558,170000.001788139,180000.007152557,"East Asia & Pacific","Lower middle income"
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD",5952293765.94088,5402919956.93831,5592390848.52647,4378645081.01769,4190819314.02958,4958845906.34769,5694040336.82571,5326816858.99586,4483417119.83928,4662992036.2073,5080483463.99928,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16867325126.5423,16874405839.7948,4100000,4560000,4530000,4650000,4620000,5210000,5810000,5560000,6390000,6030000,6080000,6230000,5960000.03814697,6440000.05722046,6090000.15258789,6059999.94277954,5440000.05722046,4940000.05722046,5269999.9809265,5199999.80926513,5760000.22888185,5780000.20980835,5599999.90463257,5789999.96185303,5960000.03814697,6119999.88555907,6420000.07629395,5329999.92370606,5119999.88555907,5249999.99999999,"Sub-Saharan Africa","Upper middle income"
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD",1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,561770000,570680000,557890000,541380000,535180000,526810000,545480000,524190000,5.26e+08,522750000,530890000,545260000,530789978.027344,543039978.027344,543080017.089844,540919982.910156,542059997.558594,530500000,515340026.855469,466489990.234375,482440002.441406,445589996.337891,467779998.779297,453760009.765625,415600006.103516,401079986.572266,380809997.558594,3.67e+08,360730010.986328,348920013.427734,"Europe & Central Asia","High income"
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD",7753501867.76095,6357615894.03974,3690328963.64086,2701181331.30816,2514070771.80273,2693768412.89179,3095047603.8083,3510520231.21387,3613541516.765,2800049394.91232,3057475335.18846,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17596922469.9152,17470436258.5131,33490000,25510000,20070000,16090000,10440000,8179999.99999998,6360000,5520000,4989999.99999999,4519999.99999998,4769999.99999998,3520000,2960000.03814697,3160000.08583069,3369999.88555908,4239999.77111816,4699999.80926514,5630000.11444094,4840000.15258791,5619999.88555907,5320000.17166138,6519999.98092651,7190000.05722047,7840000.1525879,8470000.2670288,9199999.80926516,9649999.61853026,9729999.54223631,9569999.69482422,10109999.6566772,"Europe & Central Asia","Upper middle income"
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD",5889174825.487,6596546195.65217,6413901601.83066,5966255778.12018,5444560669.45607,6465137614.6789,6934984709.48012,6891308593.75,7480968858.13149,7719354838.70968,4983024408.14828,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043706.4702,54782847752.5375,49406568432.6711,56165172898.8695,60406382898.5174,67299280679.563,68337537815.7703,2790000,2559999.99999999,3080000,3190000.00000001,3460000.00000001,3710000.00000001,4090000.00000001,4299999.99999999,6100000,6580000.00000001,5740000.00000001,6210000,7429999.82833861,7139999.8664856,6679999.82833862,7039999.96185303,8510000.22888185,9119999.88555908,8659999.84741211,10010000.2288818,11189999.5803833,11750000,14609999.6566772,15630000.1144409,15090000.1525879,15779999.7329712,16069999.6948242,17010000.2288818,18680000.3051758,20040000.9155273,"Sub-Saharan Africa","Lower middle income"
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD",2666750685.8495,3015058138.92561,3284620543.22982,3279096606.21358,3383092827.5866,3693710532.91191,3868968301.91851,3783700461.64359,3588375476.76248,3461282543.12577,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13442861443.7506,999999.999999998,1020000,1050000,1080000,1120000,1160000,1230000,1290000,1360000,1430000,1490000,1570000,1629999.99523163,1700000.04768372,1769999.98092651,1830000.04291534,1899999.97615814,1980000.01907349,2009999.99046326,2119999.88555908,2500000,2619999.88555908,2480000.01907349,2180000.0667572,2240000.00953674,2539999.96185303,2819999.9332428,3339999.91416931,3750000,3950000.04768372,"Sub-Saharan Africa","Low income"
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD",317083373.524559,690314321.374999,714255460.503389,755042548.055824,746491692.583857,785996982.492168,848237108.56163,803630742.53446,840285264.631545,814723460.08372,782915402.421095,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1813608279.65044,190000,2e+05,2e+05,210000,210000,220000,220000,230000,240000,260000,240000,310000,300000.011920929,300000.011920929,319999.992847443,330000.013113021,360000.014305116,409999.99642372,430000.007152557,490000.009536744,439999.997615814,449999.988079071,460000.008344649,439999.997615815,519999.980926513,529999.971389772,529999.97138977,540000.021457673,550000.011920929,579999.983310699,"Sub-Saharan Africa","Low income"
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD",243961995.512687,257150374.069711,226313443.749086,236880821.656388,235620043.500927,253966922.278198,270419779.418107,268550998.219197,206457544.497703,224446663.800548,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,170000,170000,180000,180000,180000,180000,180000,2e+05,170000,190000,150000.000000001,149999.999999999,150000.005960464,189999.997615814,200000.002980232,209999.993443489,219999.998807908,230000.004172325,219999.998807907,230000.004172324,239999.994635582,239999.994635583,250000,250000,270000.010728836,280000.001192092,310000.002384187,310000.002384187,319999.992847444,330000.013113022,"Sub-Saharan Africa","Low income"
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD",112119406.548331,110906032.075075,134707184.355541,136047896.155778,100807001.813926,141853368.256815,232463036.435759,442337849.474377,370687618.717326,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314442183.3477,21357344847.4966,22388345810.2466,21948835350.3425,21765454404.421,13185496836.4124,11240809132.4145,12200912828.3695,13097011208.4602,11364134108.6175,60000.0000000002,69999.9999999999,9e+05,960000.000000002,1030000,1100000,1190000,1650000,1970000,3230000,2220000,3400000,4630000.11444092,5010000.22888184,6199999.80926514,8319999.6948242,9369999.88555905,8539999.96185302,9779999.73297119,9710000.03814699,9949999.80926509,9989999.77111818,9819999.69482422,9180000.30517578,7909999.84741211,6570000.17166138,6659999.84741212,5800000.19073486,6429999.82833861,5349999.90463257,"Sub-Saharan Africa","Upper middle income"
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD",97891092003.4394,105143232379.884,116224672863.783,108809059155.767,116601801966.292,136878365936.167,145861612400.906,143157600149.757,144428172489.335,142588875293.749,130457756628.436,136309295225.34,154564203586.954,202370140236.265,240963562236.127,247875422204.414,273546728473.073,318902829550.733,355908689477.445,331308500253.274,297124961971.501,282995942006.557,242029307133.408,238907690051.13,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205144152830.847,75620000,75820000,78180000,78090000,79730000,82830000,82750000,83760000,87130000,87400000,94460000.0000001,96610000,96599998.4741211,100220001.220703,99839996.3378905,101949996.948242,100699996.948242,104309997.558594,100410003.662109,94739997.8637695,87580001.8310548,84550003.0517577,80089996.3378906,72480003.3569336,69550003.0517578,68010002.1362305,66849998.4741211,66800003.0517578,65019996.6430664,6e+07,"Europe & Central Asia","High income"
